,name,price_current,price_original,reviews_number,seller,score,brand,Series,Color,height_cm,width_cm,screen_size_in,resolution_x,resolution_y,proc_brand,Tipo de procesador,proc_speed_ghz,ram,Tecnología de la memoria,ram_type,ram_max,memory,Descripción del disco duro,memory_interface,Coprocesador de gráficos,Descripción de la tarjeta gráfica,Tipo de RAM para gráficos,gpu_ram,gpu_interface,Tipo de conexión inalámbrica,usb_2,usb_3,Tipo de unidad óptica,os,battery_wh,battery_cells,weight_kg,Número de modelo del producto,since
258,"ASUS VivoBook 15.6"" FHD Business Laptop AMD A12-9720P Quad-Core hasta 3,6 GHz, 32 GB de RAM, 2 TB de disco duro, lector de huellas dactilares, AMD Radeon R7 Graphics, USB-C, WiFi, HDMI, Windows 10",,,25,Asus,4.1,Asus,VivoBook,Plateado,0.19,24.4,16.0,1920,1080,AMD,AMD A Series,2.7,32,DDR4,DDR4,32.0,2,,Serial ATA,AMD Radeon R7,amd_radeon_r7,DDR3 SDRAM,2,Integrado,802.11ac,2,,No Optical Drive,Windows 10,42,3.0,2.2,ASUS,2019-08-21
259,"Microsoft Surface Pro 7 - Pantalla táctil de 12,3"" - Intel Core i7 - 16 GB de Memoria - 512 GB Unidad de Estado sólido (último Modelo), Negro Mate, 8 GB Ram, 256 GB",38999.0,,54,Microsoft,4.2,Microsoft,Surface Pro,Negro mate,0.49,23.1,12.0,2736,1824,Intel,8032,,8,,,8.0,,,Serial ATA,gpu,Integrated,DDR4 SDRAM,,Integrado,Infrarrojo,,,No Optical Drive,Windows 10 Home,44,4.0,1.7,PUV-00016,2019-10-04
260,"Dell Gaming Laptop - 15"" FHD, 8th Gen Intel Core i7-8750H CPU, 16GB RAM, 256GB SSD+1TB HDD, NVIDIA GeForce GTX 1050TI, Windows 10 Home, Black - G3579-7989BLK-PUS",,,380,Dell,3.7,Dell,,Negro,0.23,37.8,16.0,,,Intel,Intel Core i7,3.9,16,DDR4,,32.0,1000,,Serial ATA,NVIDIA GeForce GTX 1050 Ti,nvidia_geforce_gtx_1050_ti,GDDR5,,Integrado,"802.11abg, 802.11ac, 802.11a/b/g/n, 802.11a",1,,None,Windows 10 Home,56,4.0,3.6,G3579-7989BLK-PUS,2018-06-06
261,"Laptop Dell Inspiron 15 5000 de 15,6"", pantalla táctil Full HD, Intel Core i5, 500 RAM,1 TB HDD, Windows 10. Teclado en inglés",,,323,Dell,3.8,Dell,Dell Inspiron 5000,Plata o gris mate.,0.23,25.8,16.0,1920,1080,Intel,Intel Core i5,1.6,8,,DDR4,8.0,1,,Solid State,Intel UHD Graphics 620,Integrated,DDR3 SDRAM,2,Integrado,"802.11ac, Bluetooth",1,,No Optical Drive,Windows 10,42,3.0,3.0,dell i5570-4364slv-pus,2017-12-01
262,"Laptop Gamer Razer Blade Pro 17 17.3"" Core i7 16GB RAM SSD NVIDIA RTX 2080 Max-Q Windows 10 - RZ09-02878E92-R3U1",,,59,Razer,4.1,Razer,Blade Pro,,30.2,0.15,17.0,,,Intel,Core i7 Family,4.6,16,,,64.0,,,Solid State,NVIDIA RTX 2080 Max-Q,,GDDR6,,PCI-E,,,,None,Windows 10,70,2.0,4.8,RZ09-02878E92-R3U1,2019-05-11
263,"ASUS TUF FX705 17.3"" FHD LED-Backlight Gaming Laptop, AMD Ryzen 7-3750H Processor up to 4.0GHz, 8GB DDR4, 512GB PCIe SSD, NVIDIA GTX 1650, Bluetooth, Webcam, HDMI, RGB Backlit Keyboard, Windows 10",,,9,Asus,4.1,Asus,ASUS TUF,Negro,0.28,28.4,17.0,1920,1080,AMD,AMD R Series,2.3,8,DDR4,DDR4,,512,,Solid State,NVIDIA GeForce GTX 1650,nvidia_geforce_gtx,GDDR5,,,802.11ac,1,,,Windows 10,36,3.0,3.9,FX705,2019-07-21
264,Lenovo 592-935 TS E480 i7 8GB 500GB,27541.0,,,Lenovo,,Lenovo,E480,Negro,0.2,24.2,14.0,1920,1080,AMD,Athlon Dual Core,1.8,4,"SO-DIMM, DDR4-SDRAM",GDDR5,32.0,500,,,AMD Radeon RX 550,AMD Radeon RX 550,,,,"802.11a, 802.11b, 802.11g",1,2,No,Windows 10 Professional,45,2.0,2.6,20KN003WUS,2018-01-05
265,"Lenovo 320-15 - 15.6"" HD - AMD A12-9720P - 8GB Memory - 1TB Hard Drive - Gray",,,216,Lenovo,3.6,Lenovo,Lenovo,,0.23,25.9,16.0,,,AMD,Athlon 2650e,2.7,8,DDR4,DDR3,4.0,1000,,Serial ATA,,Integrated,,,Integrado,Bluetooth,1,,DVD-RW,Windows 10 Home,14,1.0,2.7,80XS00DJUS,2017-07-15
266,"Dell Latitude 3000 3400 - computadora portátil (14"", 1920 x 1080, Core i7 i7-8565U, 8 GB de RAM, 256 GB de SSD.",27485.13,,,Dell,,Dell,Dell Latitude,,,,14.0,,,,8032,,,DDR4,,,,,,NVIDIA GeForce MX130,,,,,Bluetooth,,,,,56,1.0,2.6,YHXR9,2019-04-22
267,"HP Omen 15-dc0001la Laptop 15.6"" Full HD, Intel Core i5-8300H 2.3GHz, 8GB RAM DDR4-2666, 1TB HDD 7200 RPM, NVIDIA Geforce GTX 1050 4GB GDDR5, Windows 10 Home",24499.0,28999.0,3,HP,4.8,HP,COMHPQ170,Negro,0.1,15.0,16.0,1920,1080,Intel,Core i5 Family,2.4,1,DRAM,GDDR5,8.0,1000,Flash Memory Solid State,Serial ATA,NVIDIA GeForce GTX 1050,Dedicated,DDR DRAM,,PCI-E,Bluetooth,1,1,None,Windows 10 Home,4,2.0,3.6,2RJ25LA#ABM,2018-06-15
268,"Laptop Gamer ASUS 15.6 ""Full HD, procesador Intel Core i7, 16GB RAM, 256GB SSD + 1TB HDD, GeForce GTX 1050 4GB, teclado retroiluminado - M580VD-EB76",,,184,Asus,4.0,Asus,M580VD-EB76,,0.2,25.7,16.0,,,Intel,8032,2.8,16,DDR4,DDR4,16.0,1000,Hybrid Drive,Serial ATA,NVIDIA GeForce GTX 1050,nvidia_geforce_gtx_1050,GDDR5,,PCI-E,802.11ac,2,,None,Windows 10,47,3.0,3.3,M580VD-EB76,2017-06-06
269,"Lenovo 2019 IdeaPad Flex-15IWL Onyx Black 2-in-1 Laptop - 15.6"" 1920x1080 IPS Glossy Multi-Touch Multi-Mode Display - Intel Quad-Core i7-8565U Processor 1.8GHz; 8GB DDr4-2400 RAM; 512GB SSD",,,15,Lenovo,3.6,Lenovo,IdeaPad,Negro,23.1,23.1,16.0,1920,1080,Intel,Core i7 8550U,1.8,8,,DDR4,,512,,Solid State,Intel UHD Graphics 615,dedicated,,,,802.11ac,,,,Windows 10,5,3.0,3.1,IdeaPad Flex-15IWL,2019-07-10
270,"Lenovo IdeaPad 330 15.6"" HD Business Laptop, Intel Dual-Core i3-8130U Up to 3.4GHz (Beat i5-7200U), 8GB DDR4, 1TB HDD, 802.11ac, Bluetooth, HDMI, Windows 10",,,10,Lenovo,3.8,Lenovo,Lenovo_i3_8GB_Red,,,,16.0,,,Intel,Core i3 Family,2.2,8,DDR4,DDR4,,1,,Serial ATA,Intel UHD Graphics 620,,,,,802.11ac,,,,Windows 10,7,3.0,2.6,,2019-08-03
271,"Dell Inspiron 15.6"" FHD Laptop (7th Generation Intel Core i7, 16GB RAM, 1 TB HDD, AMD Radeon R7 M445 Graphics) (i5567-7292GRY)",,,83,Dell,2.9,Dell,Inspiron 15 5000 Series (5567),Fog Gray,0.23,39.0,16.0,,,Intel,Intel Core i7,3.5,16,,SDRAM,16.0,1000,SATA,Serial ATA,ddr5_sdram,amd_radeon_r7_m445,DDR5 SDRAM,,PCI-E,802.11ac,1,2,DVD+RW,Windows 10,42,2.0,3.4,i5567-7292GRY,2016-10-28
272,"HP 17-bs011dx Negro Computadora portátil 43.9 cm (17.3"") 1600 x 900 Pixeles Intel® Core™ i5 de la séptima generación i5-7200U 8 GB DDR4-SDRAM 1000 GB Unidad de disco duro - Ordenador portátil (Intel® Core™ i5 de la séptima generación, 2.50 GHz, 43.9 cm (17.3""), 1600 x 900 Pixeles, 8 GB, 1000 GB)",,,,HP,,HP,17-bs011dx,Negro,0.25,27.8,17.0,1600,900,Intel,Intel Core i5,2.5,8,DDR4-SDRAM,,,1000,,Serial ATA,,No disponible,,,,"802.11b, 802.11g",1,,DVD Super Multi,Windows 10 Home,31,3.0,3.2,2DQ77UA,2017-07-19
273,"ASUS VivoBook Flip TP410UA-DB51T computadora portátil Gris Híbrido (2-en-1) 35.6 cm (14"") 1920 x 1080 Pixeles Pantalla táctil 2.50 GHz Intel® Core™ i5 de la séptima generación i5-7200U - Ordenador portátil (Intel® Core™ i5 de la séptima generación, 2.50 GHz, 35.6 cm (14""), 1920 x 1080 Pixeles, 6 GB, 1000 GB)",28650.0,,68,Asus,3.5,Asus,TP410UA-DB51T,Gris,0.2,22.6,14.0,1920,1080,Intel,Intel Core i5,2.5,1,DDR4-SDRAM,,12.0,1000,Mechanical Hard Drive,Serial ATA,,No disponible,,,,"802.11a, 802.11b, 802.11g",2,,No,Windows 10 Home,42,2.0,2.7,TP410UA-DB51T,2017-09-30
274,"ASUS Chromebook Flip C213SA-YS02 11.6 inch Ruggedized & Spill Proof, Touchscreen, Intel Dual-Core Apollo Lake N3350 , 4GB DDR4 RAM, 32GB Flash Storage, USB Type-C, Supports Android Apps",,,324,Asus,4.1,Asus,C213SA-YS02,Gris,0.2,30.7,12.0,1366,768,Intel,Intel Celeron,1.1,4,"A bordo, LPDDR4-SDRAM",,4.0,32,emmc,Solid State,integrated_graphics,No disponible,Shared,,Integrado,802.11ac,,2,No,Chrome OS,46,4.0,2.0,C213SA-YS02,2017-07-31
275,"HP Newest 14-Inch Chromebook HD SVA (1366 x 768) Display, Intel Dual Core Celeron N2840 2.16GHz, 4GB DD3L RAM, 16GB eMMc Hard Drive, Bluetooth, HDMI, Stereo Speakers, HD Webcam, Google Chrome OS",,,223,HP,4.0,HP,HP CHROMEBOOK 14,Plateado,0.18,23.9,14.0,1366,768,Intel,Intel Celeron,2.16,4,,DDR3,,16,,Serial ATA,Intel HD Graphics,intel_hd,,,,802.11a,2,,,Chrome OS,51,2.0,2.3,HP14Chrome,2017-10-05
276,"DELL Inspiron 15 7000 Series Gaming Edition 7567 15.6-inch Full HD de visualización portátil, – Intel Core i5 – 7300hq, 1 TB híbrido HDD, 8 GB de memoria, gráficos Nvidia GTX 1050 4 GB, Windows 10",,,186,PC,3.9,PC,i7567 Gaming Edition,,0.25,38.6,16.0,1920,1080,Intel,Intel Core i5,3.5,8,,DDR4,,1,,Serial ATA,NVIDIA GeForce GTX 1050 Ti,nvidia_geforce_gtx_1050,,,PCI-E,802.11ac,8,,,Windows 10 Home,4,2.0,4.0,Dell Inspiron i7567,2017-06-18
277,"Acer Aspire 3 A315-51-51SL, 15.6"" HD Laptop (Intel Core i5-7200U 2.5GHz, 6GB DDR4 SDRAM, 1TB Disco Duro, Windows 10 64 bits)",,,28,Acer,4.0,Acer,Aspire 3,Gris,0.22,38.2,16.0,1366,768,Intel,Intel Core i5,2.5,6,,DDR4,,1,,Serial ATA,Intel HD Graphics 620,,,,Integrado,802.11ac,,,,Windows 10 Home,37,2.0,2.7,A315-51-51SL,2017-12-02
278,"ASUS ZenBook 15 UX533FD Ultra Slim Laptop 15.6"" FHD 4-Way NanoEdge, Intel Core i7-8565U NVIDA GeForce GTX 1050 Max Q Design Best Notebook Pen Light Windows Hello Silver (1TB SSD|16GB Ram|Win 10 Pro)",,,10,Asus,4.3,Asus,ASUS ZenBook 15 UX533FD-DH74,,,,16.0,,,8th Gen Intel Whiskey Lake Core i7-8565U,Intel Core i7,4.0,16,"DDR4, DDR3",SODIMM,,1,,Solid State,NVIDIA GeForce GTX 1050 Max Q Design,nvidia_geforce_gtx_1050,,,,802.11ac,,,,Windows 10 Pro,73,4.0,3.0,,2019-04-25
279,HP - Ordenador portátil,,,14,HP,4.1,HP,HP Stream Laptop 14-ds0160nr,,0.18,22.6,14.0,,,AMD,AMD A4,2.2,4,,,4.0,64,,Serial ATA,,,DDR4 SDRAM,,Integrado,,1,,None,,41,3.0,1.9,14-ds0160nr,2019-06-14
280,"2016 Newest Dell Inspiron 7000 13.3"" FHD (1920 x 1080) Touchscreen 2 in 1 convertible Laptop, Intel Core i7-6500U, 8GB, 256GB SSD, HDMI, Backlit Keyboard, Stylus, Bluetooth, No DVD, Windows 10- silver",,,55,Dell,3.5,Dell,Insprion 2-in-1,Plateado,0.19,22.2,13.0,,,Intel Core i7-6500U,Intel Core i7,2.5,8,,DDR3,,256,,Solid State,Intel HD Graphics 520,intel_hd_graphics_520,,,,"802.11a, Bluetooth, 802.11bgn",,,,Windows 10,40,3.0,2.4,Dell Inspiron 13 i7359,2016-10-18
281,"HP G5 11,6 Pulgadas HD Chromebook Intel Celeron N3060 (1,60 GHz), 4GB | SSD de 16GB, Negro, 11-11.99 Inches",8799.0,9403.0,161,HP,4.2,HP,X9U02UT#ABA,Black,7.6,25.4,12.0,,,Intel,Intel Celeron,1.6,4,LPDDR3 SDRAM,,4.0,16,Flash Memory Solid State,ATA-4,Intel HD Graphics,Integrated,Shared,,Integrado,802.11abg,,,No Optical Drive,Chrome OS,43,3.0,1.7,HP Chromebook 11,2016-08-09
282,"Lenovo Yoga 730 2-in-1 13.3"" FHD TouchScreen Laptop, Intel Core i5-8265U 1.6GHz up to 3.9GHz, 8GB DDR4, 256GB PCIe SSD, Webcam, Bluetooth, Fingerprint Reader, Thunderbolt, Backlit Keyboard, Windows 10",,,26,Lenovo,4.4,Lenovo,Lenovo Yoga,"13.3"" Platinum Grey",0.14,21.6,13.0,1920,1080,Intel,Intel Core i5,1.6,8,DDR4,DDR4,8.0,256,,Solid State,Intel UHD Graphics 620,Integrated,DDR3 SDRAM,2,Integrado,802.11ac,,,No Optical Drive,Windows 10,4,2.0,2.0,Yoga 730,2019-07-20
283,"Asus VivoBook Pro Thin & Light Laptop, 17"" Full HD , Intel i7-8550U Processor, 16GB RAM, 256GB SSD + 1TB HDD, NVIDIA Gaming GeForce GTX 1050,Backlit Keyboard, Windows 10, Star Gray, N705UD-EH76",,,198,Asus,3.9,Asus,,Star Gray,0.2,26.9,17.0,,,Intel,8032,1.8,16,,,16.0,1000,,Serial ATA,NVIDIA GeForce GTX 1050,nvidia_geforce_gtx_1050,GDDR5,4,PCI-E,802.11ac,2,,None,Windows 10 Home,42,3.0,3.8,N705UD-EH76,2017-11-21
284,"Laptop Dell Inspiron 15.6"", Intel Core i3,  8GB RAM 1TB HDD, Intel HD Graphics 62 Windows 10",20350.0,,167,Dell,3.3,Dell,Inspiron,Negro,25.8,0.23,16.0,1366,768,Intel,Intel Core i3,2.3,8,DDR4,DDR4,,1,,Solid State,Intel HD Graphics 620,intel_hd,,1,Integrado,802.11n,1,,,Windows 10 Home,5,2.0,3.0,Inspiron,2018-01-22
285,"Dell Inspiron 15.6"" FHD Touchscreen Laptop Computer 10th Gen Intel Quad-Core i5 1035G1 up to 3.6GHz 12GB DDR4 RAM 512GB PCIE SSD 802.11ac WiFi Bluetooth 4.2 USB 3.1 HDMI Windows 10 Home Black",,,5,Dell,3.2,Dell,Inspiron,,0.23,25.8,16.0,1920,1080,Intel,Intel Core i5,1.0,12,DDR4,DDR4,,512,,PCIE x 4,Intel ICL-U UHD Graphics,,,,,802.11ac,,,,Windows 10,32,2.0,2.8,15 3000,2019-10-11
286,"HP 2019 Flagship Envy x360 15.6""  Full HD IPS 2-in-1 Touchscreen Business Laptop/Tablet, Intel Quad-Core i7-8550U up to 4GHz 8GB DDR4 256GB SSD Bluetooth 4.2 802.11ac Backlit Keyboard Win 10",,,1,HP,5.0,HP,,,0.2,36.0,16.0,,,,Intel Core i7,,8,,DDR,,256,,,,,,,,802.11ac,,,,,56,3.0,3.1,HP,2019-08-03
287,"Microsoft Surface Pro - Tablet (31.2 cm (12.3""), 2736 x 1824 Pixeles, 256 GB, 8 GB, Windows 10 Pro, Negro, Plata)",32297.86,,3,Microsoft,4.6,Microsoft,Surface Pro,"Negro, Plata",20.1,0.08,12.0,2736,1824,Intel,Intel Core i5,2.6,8,LPDDR3-SDRAM,SDRAM,,256,,,HD Graphics 620,Intel,,,,"802.11a, 802.11b, 802.11g",,,,Windows 10 Pro,36,2.0,2.3,FJY-00001,2017-05-25
288,"Dell Inspiron 15 Touch Laptop: Core i7-6500U, 8GB RAM, 1TB HDD, 15.6"" Full HD Touchscreen Display, RealSense 3D camera (Microsoft Signature Edition)(Versión EE.UU., importado)",,,27,Dell,3.3,Dell,Dell Inspiron,,0.25,0.25,16.0,,,Intel,Intel Core i7,,8,,DDR3,,,,,Intel HD Graphics 520,,,,,801.11ac,,,,Windows 10,6,2.0,3.4,T8TJG,2016-11-30
289,"Microsoft Surface Book (512 GB, 16 GB de RAM, Intel Core i7, NVIDIA GeForce Graphics)",,,798,Microsoft,3.6,Microsoft,Surface Book,Plata,0.49,41.8,14.0,3000,2000,Intel,Core M Family,2.6,16,,DDR3,16.0,512,,,Nvidia GeForce GPU,Intel® HD Graphics 520,,1,Integrado,802.11ac,,,No,Windows 10 Pro,37,2.0,2.2,CR7-00001,2016-01-09
290,"Razer Blade (GeForce GTX 1060) 14"" HD Gaming Laptop (7th Gen Intel Core i7, 16GB RAM, 512GB SSD) - VR Ready",,,209,Razer,3.3,Razer,blade,,0.18,34.5,14.0,,,Intel,Intel Core i7,2.8,16,,DIMM,16.1,512,,,geforce gtx,nvidia_geforce_gtx_1060,,,,802.11abg,,,None,Windows 10,80,4.0,3.6,RZ09-01953E72-R3U1,2017-03-09
291,"ASUS VivoBook S15 S510UN-EH76 computadora portátil Oro 39.6 cm (15.6"") 1920 x 1080 Pixeles 1.80 GHz 8ª generación de procesadores Intel® Core™ i7 i7-8550U - Ordenador portátil (8ª generación de procesadores Intel® Core™ i7, 1.80 GHz, 39.6 cm (15.6""), 1920 x 1080 Pixeles, 8 GB, 1256 GB)",,,173,Asus,3.9,Asus,S510UN-EH76,Oro,0.18,24.4,16.0,1920,1080,Intel,Intel Core i7,1.8,8,DDR4-SDRAM,GDDR5,16.0,1256,,Serial ATA-600,GeForce MX150,NVIDIA GeForce MX150,GDDR5,,PCI-E,"802.11a, 802.11b, 802.11g",2,,No,Windows 10 Home,42,3.0,2.5,S510UN-EH76,2018-04-24
292,"Dell Inspiron 15.6"" FHD LED-Backlit Touchscreen Laptop, Intel Core i3-8145U up to 3.90GHz, 8GB DDR4, 512GB PCIe NVMe SSD, Wireless-AC, Bluetooth, Webcam, MaxxAudio, HDMI, Windows 10",20099.0,,3,Dell,4.0,Dell,Dell Inspiron,,0.2,25.8,16.0,1920,1080,Intel,Core i3 Family,2.1,8,DDR4,DDR4,0.01,512,,Solid State,Integrated Intel UHD 620 Graphics,Dedicated,DDR4 SDRAM,,PCI-E,802.11ac,1,,No Optical Drive,Windows 10,60,4.0,2.8,Dell Inspiron,2019-11-26
293,"Lenovo 80XS00DJUS Portátil 15.6"", AMD None 2.7GHz, 8GB, Disco Duro 1TB, Windows 10",,,703,Lenovo,3.6,Lenovo,80XS00DJUS,,0.1,25.9,16.0,,,AMD,None,2.7,8,,DDR3,16.0,1,,Serial ATA,AMD Radeon R7,amd_radeon_r7,,,,802.11abg,,1,,Windows 10,14,1.0,2.8,Lenovo-A12-Laptop,2017-07-29
294,"2019 ASUS Chromebook 15.6 FHD 1080P visualización táctil con procesador Intel Quad Core Pentium N4200, 4 GB de RAM, 32 GB eMMc SSD de almacenamiento, cámara web, WiFi 802.11AC, Bluetooth, USB 3.1 tipo C, cromo OS-Silver, Plateado, 14",,,84,Asus,3.9,Asus,Asus 4523NA,Plateado,0.15,24.9,14.0,1920,1080,Intel,Celeron N3350,1.1,4,LPDDR4,DDR4,,32,,Solid State,Intel,intel_hd,,,,802.11ac,,,,Chrome OS,45,3.0,2.3,Asus C423N,2019-06-06
295,"Acer Predator Helios 300 Gaming Laptop PC, 17.3"" Full HD 144Hz 3ms IPS Display, Intel i7-9750H, GeForce RTX 2070 MAX-Q, 16GB DDR4, 512GB PCIe NVMe SSD, RGB Backlit Keyboard, PH317-53-79KB",,,12,Acer,4.5,Acer,PH317-53-79KB,,0.25,28.0,17.0,,,Intel,Core i7 Family,4.5,16,DDR4,DDR4,32.0,512,,Solid State,NVIDIA GeForce RTX 2070,,GDDR6,,Integrado,802.11ac,,,No Optical Drive,Windows 10 Home,45,4.0,4.9,PH317-53-79KB,2019-09-17
296,"Lenovo 2019 14"" HD Laptop Computer, Intel Celeron N3350 up to 2.4GHz Processor, 2GB RAM, 32GB eMMC Flash Memory, HDMI, 802.11AC WiFi, Bluetooth 4.0, USB 3.0, 1-Year Microsoft Office 365, Windows 10",,,127,Lenovo,3.2,Lenovo,IdeaPad,,0.18,23.6,14.0,1366,768,Intel,Intel Celeron,1.1,2,,DDR3,16.0,32,,eSATA,Intel HD Graphics 500,Integrated,72-Pin EDO SIMM Memory,,AGP,802.11ac,1,,BD-R,Windows 10,21,2.0,2.0,120S-14,2019-03-24
297,"Laptop HP Pavilion Intel Core I5 1TB 6GB RAM 17.3"" Windows 10 P1A76UA",,,40,HP,3.3,HP,HP Pavilion 17,plateado,0.27,28.7,17.0,1366,768,Intel,Intel Core i5,2.7,16,,DDR3,6.0,1,,Serial ATA,Intel HD Graphics 5500,intel_hd_graphics_5500,,,,"802.11bgn, Bluetooth",2,,,Windows 10,41,4.0,3.5,HP Pavilion 17,2015-11-02
298,"Alienware AAW17R4-7002SLV-PUS 17"" Laptop (7th Generation Intel Core i7, 8GB RAM, 1TB HDD, Silver) with NVIDIA GTX 1060",,,17,Alienware,3.6,Alienware,17 R4,Epic Silver,0.3,42.4,17.0,,,Intel,8032,3.8,8,,,32.0,1000,"Mechanical Hard Drive, SATA",Serial ATA,NVIDIA GeForce GTX 1060,nvidia_geforce_gtx_1060,,,,802.11ac,,3,None,Windows 10,68,2.0,6.8,AW17R4-7002SLV-PUS,2017-09-14
299,"MSI GT83 TITAN-014 Full HD EXTREME Gaming Laptop i7-8850H (6 núcleos) GTX 1080 [SLI] 16G, 32GB 512GB SSD + 1TB HDD, 18.4""",,,1,MSI,5.0,MSI,GT83 Titan-014,,6.9,33.9,18.0,,,Intel,Intel Core i7,4.0,32,DDR3,,64.0,1000,,Serial ATA,NVIDIA GeForce GTX 1080,nvidia_geforce_gtx_1080,DDR4 SDRAM,,PCI-E,802.11g,,2,DVD+RW,Windows 10 Home,75,8.0,10.6,GT83 Titan-014,2018-04-13
300,"GIGABYTE Aero Metal Chasis Slim Laptop Gaming, RTX 2070|UHD|i7-8750H|Pro, 15-15.99 Inches",91890.0,,9,Gigabyte,4.5,Gigabyte,AERO 15,,0.19,24.9,16.0,1920,1080,Intel,,,32,,SODIMM,64.0,,,PCIE x 4,NVIDIA GeForce,Dedicated,GDDR6,,PCI-E,"802.11ac, Bluetooth",,,None,Windows 10 Pro,94,1.0,3.8,AERO 15-X9-RT4K5MP,2019-01-30
301,"Lenovo ThinkPad X395 Laptop, 13.3"" FHD (1920x1080) Touchscreen, AMD Ryzen 5 Pro 3500U, 8GB RAM, 256GB SSD 2242, Windows 10 Pro",,,,Lenovo,,Lenovo,Lenovo ThinkPad X395,,38.1,38.1,13.0,,,AMD,,2.1,8,DDR4,DDR,,256,,,Integrated,Integrated,,,,Bluetooth,,,,Windows 10,48,6.0,2.2,Lenovo ThinkPad X395,2020-01-12
302,"2019 Lenovo Legion Y540 15.6"" FHD Gaming Laptop Computer, 9th Gen Intel Hexa-Core i7-9750H Up to 4.5GHz, 8GB DDR4 RAM, 1TB HDD + 512GB PCIE SSD, GeForce GTX 1650 4GB, 802.11ac WiFi, Windows 10 Home",,,6,Lenovo,3.9,Lenovo,Legion,,0.26,26.0,16.0,1920,1080,Intel,Intel Core i7,2.6,8,DDR4,DDR4,,512,,PCIE x 4,NVIDIA GeForce GTX 1650,nvidia_geforce_gtx,,,,802.11ac,,,,Windows 10,57,3.0,4.2,Y540,2019-08-15
303,"CUK ThinkPad E580 Notebook (Intel Core i5-7200U, 12GB RAM, 128GB SSD + 1TB HDD, 15.6"" HD Display, Windows 10 Pro) Professional Business Laptop Computer",,,15,Computer Upgrade King,4.2,Computer Upgrade King,ThinkPad,,0.2,25.2,16.0,1366,768,Intel,Intel Core i5,1.6,12,DDR4,DDR4,,500,,"Solid State, Serial ATA",Intel UHD Graphics,intel_hd_graphics_620,,,,802.11ac,,,,Windows 10 Pro x64,45,3.0,2.7,E580,2017-07-21
304,"HP 15-f272wm Rojo Computadora portátil 39.6 cm (15.6"") 1366 x 768 Pixeles Intel® Pentium® N3540 4 GB DDR3L-SDRAM 500 GB Unidad de disco duro - Ordenador portátil (Intel® Pentium®, 2.16 GHz, 39.6 cm (15.6""), 1366 x 768 Pixeles, 4 GB, 500 GB)",,,56,HP,4.1,HP,15-f272wm,Rojo,0.23,25.8,16.0,1366,768,Intel,Pentium,2.16,4,"SO-DIMM, DDR3L-SDRAM",DDR3,4.0,500,,Serial ATA,Intel Graphics Integrated,No disponible,,,,"802.11b, 802.11g",1,,DVD Super Multi,Windows 10 Home,33,6.0,3.0,N5Y05UA,2016-05-16
305,"Dell XPS 2-in-1 Ultrabook Laptop Computer - 11.6"" Quad HD Touch-Screen - Intel Core i5 - 4GB Memory - 128GB Solid State Drive - Carbon Fiber, Model XPS119091CFB",,,54,Dell,3.2,Dell,XPS 11,Carbon Black,10.2,30.5,12.0,,,Intel,Intel Core i5,1.5,4,,DDR3,,128,,Solid State,Intel Integrated Graphics,Integrated,,,,802.11ac,,,,Windows 8,40,6.0,2.4,XPS11-9091CFB,2014-02-05
306,"SAMSUNG Notebook 9 Pen NP930QAA-K01US 2 en 1 portátil (Windows 10 Home, Intel Core i7, Pantalla LCD de 13.3"", Almacenamiento: 256 GB, RAM: 8 GB) Titan Claro",,,41,Samsung,4.3,SAMSUNG,,Light Titan,20.7,0.17,13.0,,,Intel,Intel Core i7,1.8,8,,DDR,8.0,256,,,Intel UHD Graphics 620,Integrated,,,,,,,None,Windows 10 Home,39,2.0,1.8,NP930QAA-K01US,2018-05-21
307,"HUAWEI Watt-W09B MateBook X 8+256 / Intel Core i5, Color Gris, Gris (Space Gray), Gris (Space Grey), 13-13.99 Inches",,,137,Huawei,4.0,HUAWEI,,Space Grey,21.1,0.12,13.0,,,Intel Core i7-7200U,8032,2.5,8,,,256.0,256,,,Intel HD Graphics 620,Integrated,,,Integrado,802.11a/b/g/n/ac,,,None,Windows 10 Home,40,2.0,2.0,Watt-W09B,2017-11-29
308,"Dell 2018 2-in-1 13.3"" FHD Touchscreen High Performance Business Laptop, AMD Ryzen 7 2700U 2.2GHz, AMD Radeon RX Vega 10, 12GB DDR4, 256GB SSD, Webcam, Backlit Keyboard, HDMI, Windows 10, Era Gray",,,73,Dell,3.7,Dell,Inspiron,Era Gray,0.18,32.3,13.0,1920,1080,AMD,AMD R Series,2.2,12,,DDR4,,256,,Solid State,,amd_radeon_rx,,,,802.11ac,1,,,Windows 10,38,3.0,2.3,7000,2018-08-14
309,"Desconocido Samsung Chromebook de 11,6"" con Intel N3060 hasta 2,48 GHz, 4 GB de Memoria, 16 GB de Memoria Flash eMMC, Bluetooth 4.0, USB 3.0, HDMI, cámara Web, Sistema operativo Cromado",,,469,Desconocido,4.2,Desconocido,"Samsung 11.6"" Chromebook",Negro,0.18,20.4,12.0,1366,768,Intel,Intel Mobile CPU,1.6,4,,DDR4,20.0,16,,Serial ATA,Intel HD Graphics 400,Integrated,DDR SDRAM,32,Integrado,Bluetooth,1,,CD-ROM,Chrome OS,2,2.0,1.7,603882167740,2017-07-15
