name,price_current,price_original,reviews_number,seller,score,Marca,Series,Color,Alto del producto,Ancho del producto,Tamaño de la pantalla,Resolución de la pantalla,Marca del procesador,Tipo de procesador,Velocidad del procesador,Tamaño de RAM,Tecnología de la memoria,Tipo de memoria del equipo,Memoria máxima compatible,Tamaño de la unidad de disco duro,Descripción del disco duro,Interfaz de la unidad de disco duro,Coprocesador de gráficos,Descripción de la tarjeta gráfica,Tipo de RAM para gráficos,Tamaño de RAM de la tarjeta gráfica,Interfaz de la tarjeta gráfica,Tipo de conexión inalámbrica,Número de puertos USB 2.0,Número de puertos USB 3.0,Tipo de unidad óptica,Sistema operativo,Lithium Battery Energy Content,Number of Lithium Ion Cells, ,Peso del envío,Número de modelo del producto,Producto en Amazon.com.mx desde
"
                
                    
                    
                

                
                    
                    
                        Asus 2019 ROG 15.6"" FHD Gaming Ordenador, Intel Hexa-Core i7-9750H hasta 4,5 GB 16 GB DDR4, 1TB HDD + 512 GB SSD, NVIDIA GeForce GTX 1650, Wi-Fi 802.11ac, HDMI, USB 3.0, Windows 10
                    
                

                
                    
                    
                
            ","$36,450.00",,123 calificaciones,Asus,4.3 de 5 estrellas,Asus,ASUS ROG,,26 millimeters,26.2 centimeter,15.6 inches,1920x1080,Intel,Intel Core i7,2.50 GHz,16 GB,DDR4,DDR4 SDRAM,128 GB,512 GB,,Solid State,NVIDIA GeForce GTX 1650 graphics,Dedicated,DDR3 SDRAM,2 MB,Integrado,802.11ac,,,No Optical Drive,Windows 10,31 watt_hours,3, ,3.9 Kg,ROG,27 de junio de 2019
"
                
                    
                    
                

                
                    
                    
                        Acer Aspire 5 Slim Laptop, 15.6"" Full HD IPS Display, 10th Gen Intel Core i5-10210U, NVIDIA GeForce MX250, 8GB DDR4, 512GB PCIe NVMe SSD, Intel Wi-Fi 6 AX201 802.11ax, Backlit KB, A515-54G-53H6
                    
                

                
                    
                    
                
            ","$18,778.86",,63 calificaciones,Acer,4.3 de 5 estrellas,Acer,A515-54G-53H6,Silver,18 millimeters,25 centimeter,15.6 inches,,Intel,Intel Core i5,4.2 GHz,8 GB,DDR4,DDR4 SDRAM,20 GB,512 GB,,Solid State,NVIDIA GeForce MX250,Dedicated,GDDR5,,Integrado,802.11ax,1,,No Optical Drive,Windows 10 Home,3220 milliamp_hours,4, ,2.7 Kg,A515-54G-53H6,7 de noviembre de 2019
"
                
                    
                    
                

                
                    
                    
                        LAPTOP GAMING DELL ALIENWARE M15 15.6"", GEFORCE RTX 2070,  CORE i7 8 Gen. RAM 16GB, 1TB DD + 256SSD PLATA (A15OR_i716125670W10s_120)
                    
                

                
                    
                    
                
            ","$56,091.04"," $61,599.00",,Alienware,,Alienware,Alienware m15,,10 millimeters,36.3 centimeter,15.6 inches,,Intel,Intel Core i7,4.1 GHz,16 GB,,,16 GB,1000 GB,,,NVIDIA GeForce RTX 2070,,,,,802.11ac,,,,Windows 10,60 watt_hours,3, ,4.8 Kg,A15OR_i716125670W10s_120,25 de febrero de 2019
"
                
                    
                    
                

                
                    
                    
                        HP Laptop con pantalla táctil de 14"" para el hogar y el negocio, Ryzen 3-3200U, 8 GB de RAM, 128 GB SSD M.2, doble núcleo hasta 3.50 GHz, Vega 3 Graphics, RJ-45, USB-C, salida 4K HDMI, Bluetooth, cámara web, 1366x768, Windows 10
                    
                

                
                    
                    
                
            ",,,124 calificaciones,HP,4.3 de 5 estrellas,HP,850011107829,,20 millimeters,22.6 centimeter,14 inches,1366x768,AMD,Ryzen 3 2300U,2.60 GHz,8 GB,DDR4,DDR4 SDRAM,,128 GB,,Solid State,Radeon Vega 3 Graphics,,,,,"802.11b/g, 802.11bgn, 802.11b",,,,Windows 10,4.90 watt_hours,2, ,2 Kg,,24 de noviembre de 2019
"
                
                    
                    
                

                
                    
                    
                        Acer Swift 5, 14"" Full HD Touch, 8th Gen Intel Core i5-8250U, 8GB LPDDR3, 256GB SSD, Windows 10, SF514-52T-50AQ
                    
                

                
                    
                    
                
            ","$26,730.02",,10 calificaciones,Acer,3.6 de 5 estrellas,Acer,,Charcoal Blue,15 millimeters,22.8 centimeter,14 inches,,Intel,Intel Core i5,1.6 GHz,8 GB,,,8 GB,256 GB,,,Intel UHD Graphics 620,,,,,802.11ac,,,None,Windows 10 Home,46 watt_hours,2, ,1.9 Kg,SF514-52T-50AQ,8 de octubre de 2017
"
                
                    
                    
                

                
                    
                    
                        Dell Inspiron 15.6"" Home and Business Laptop HD Touchscreen PC Core i5-8265U, 8GB RAM, 256GB SSD, 4 Cores Up to 3.90 GHz, UHD Graphics 620, Lan, Webcam, SD Card, Win 10
                    
                

                
                    
                    
                
            ",,,1 calificación,Dell,5.0 de 5 estrellas,Dell,850011104200,,20 millimeters,25.9 centimeter,15.6 inches,1366x768,Intel,Intel Core i5,1.60 GHz,8 GB,DDR4,DDR4 SDRAM,,256 GB,,Solid State,Intel UHD Graphics 620,Integrated,,,,802.11ac,,,,Windows 10,4.90 watt_hours,2, ,2.8 Kg,W1J46FX,24 de noviembre de 2019
"
                
                    
                    
                

                
                    
                    
                        LAPTOP GAMING DELL G7 17.3"", GEFORCE RTX 2060,  CORE i7 8 Gen. RAM 16GB, 1TB DD + 256SSD NEGRO (G717Vu_i7N16125660W10s_120)
                    
                

                
                    
                    
                
            ","$42,650.00",,14 calificaciones,Dell,3.8 de 5 estrellas,Dell,COMDEL750,Negro,10 millimeters,40.4 centimeter,17.3 inches,,Intel,Core i7 8750H,4.1,256 GB,DRAM,,16 GB,1000 GB,Flash Memory Solid State,,,Dedicated,DDR DRAM,,PCI-E,802.11ac,1,1,None,Windows 10 Home,60 watt_hours,4, ,4.7 Kg,G717Vu_i7N16125660W10s_120,14 de junio de 2019
"
                
                    
                    
                

                
                    
                    
                        Asus C101PA-DB02 Tablet 10.1"", Wi-Fi, 500 GB, 4 GB RAM, Athlon Dual Core 1.6 GHz, DOS
                    
                

                
                    
                    
                
            ",,,428 calificaciones,Asus,4.0 de 5 estrellas,Asus,ASUS,Metal,15 millimeters,18.3 centimeter,10.1 inches,,AMD,Athlon Dual Core,1.6 GHz,4 GB,DDR3,,4 GB,500 GB,Flash Memory Solid State,Solid State,ARM Mali-T860 MP4,Dedicated,,,Integrado,802.11ac,1,2,None,DOS,38 watt_hours,2, ,1.4 Kg,C101PA-DB02,20 de noviembre de 2017
"
                
                    
                    
                

                
                    
                    
                        Asus ZenBook 13 Ultra-Slim Laptop - 13.3"" Full HD Wideview, 8.ª generación Intel Core I5-8265U, Core i5 | 512G, Gris Pizarra, 13.3""
                    
                

                
                    
                    
                
            ","$22,186.99",,690 calificaciones,Asus,3.8 de 5 estrellas,Asus,Asus ZenBook 13,Gris pizarra,13 millimeters,21.6 centimeter,13.3 inches,,Intel,,,8 GB,LPDDR3,DDR3 SDRAM,16 GB,512 GB,,Solid State,Intel HD Graphics 620,Integrated,Shared,,Integrado,"802.11b/n/ac, Bluetooth",,,None,Windows 10 Home,50 watt_hours,4, ,1.9 Kg,UX331FA-AS51,22 de junio de 2019
"
                
                    
                    
                

                
                    
                    
                        Lenovo ThinkPad T490 Laptop (20N2-001YUS) Intel i5-8265U, 8GB DDR4 RAM, 256GB SSD, 14-inch FHD 1920x1080, Win10 Pro, 720p Webcam, Fingerprint Reader
                    
                

                
                    
                    
                
            ",,,2 calificaciones,Lenovo,5.0 de 5 estrellas,Lenovo,Lenovo Thinkpad,,,,14 inches,,Intel,Intel Core i5,1.60 GHz,8 GB,DDR4,,,256 GB,,Solid State,Intel UHD Graphics 620,dedicated,,,,802.11ac,,,,Windows 10 Pro,39 watt_hours,4, ,2.4 Kg,,5 de mayo de 2019
"
                
                    
                    
                

                
                    
                    
                        Laptop Microsoft Surface - Platino, Intel Core i7, 16GB RAM, 1TB
                    
                

                
                    
                    
                
            ",,,541 calificaciones,Microsoft,4.3 de 5 estrellas,Microsoft,Microsoft,Platinum,34 centimeter,25.3 centimeter,13.5 inches,,AMD,Athlon Dual Core,1.9 GHz,16 GB,DDR3,,4 GB,500 GB,,Solid State,,,,,Integrado,802.11g,,2,None,DOS,45 watt_hours,1, ,2.3 Kg,EUP-00001,8 de junio de 2018
"
                
                    
                    
                

                
                    
                    
                        Dell Latitude 3480 2.50GHz i5-7200U 14"" 1366 x 768Pixeles Negro Portátil - Ordenador portátil (Intel® Core™ i5 de la séptima generación, 2.50 GHz, 35.6 cm (14""), 1366 x 768 Pixeles, 4 GB, 500 GB)
                    
                

                
                    
                    
                
            ","$11,989.00"," $22,128.00",1 calificación,Dell,2.0 de 5 estrellas,Dell,3480,Negro,8.1 centimeter,31.8 centimeter,14 inches,1366 x 768 Pixeles,Intel,8032,2.5 GHz,4 GB,"SO-DIMM, DDR4-SDRAM",,16 GB,500 GB,Mechanical Hard Drive,Serial ATA,integrated_graphics,No disponible,,,,802.11ac,1,,No,Windows 10 Pro,56 watt_hours,3, ,3.3 Kg,KWG13,26 de mayo de 2017
"
                
                    
                    
                

                
                    
                    
                        Dell Inspiron 14 2 en 1, 14 Pulgadas HD (1366 x 768) Touch| 8ª generación Intel Core i3-8145U | 4 GB 128 SSD
                    
                

                
                    
                    
                
            ",,,297 calificaciones,Dell,4.1 de 5 estrellas,Dell,i5481-3595GRY-PUS,,20 millimeters,33.6 centimeter,14 inches,1360x768,Intel,Core i3 Family,3.9 GHz,4 GB,,DDR4 SDRAM,24 GB,128 GB,,Solid State,Intel HD Graphics 620,intel_hd_graphics_620,Shared,,Integrado,802.11ac,1,,None,Windows 10,5 watt_hours,3, ,2.5 Kg,Inspiron 14 5481,6 de marzo de 2019
"
                
                    
                    
                

                
                    
                    
                        Lenovo ideapad S340 - computadora portátil de 15,6"" (procesador Intel Core i3-8145U de Doble núcleo, Memoria de 8 GB, Unidad de Estado sólido de 128 GB, Windows 10, Color Negro ónix 81N800H3US)
                    
                

                
                    
                    
                
            ",,,1 calificación,Lenovo,1.0 de 5 estrellas,Lenovo,81N800H3US,Negro,18 millimeters,24.4 centimeter,15.6 inches,,Intel,Intel Core i3,2.10 GHz,8 GB,DDR4,DDR4 SDRAM,,128 GB,,Solid State,ntegrated Intel UHD Graphics 620,,,,Integrado,"802.11bgn, 801.11ac, Bluetooth",,,,Windows 10,36 watt_hours,3, ,2.4 Kg,,20 de julio de 2019
"
                
                    
                    
                

                
                    
                    
                        ASUS 2020 TUF 15.6 Inch FHD IPS Gaming Laptop (AMD Ryzen 7 R7-3750H up to 4.0 GHz, 8GB RAM, 256GB SSD, NVIDIA GeForce GTX 1650, RGB Backlit Keyboard, Bluetooth, WiFi, HDMI, Windows 10)
                    
                

                
                    
                    
                
            ",,,,Asus,,Asus,Asus,,19 millimeters,26.2 centimeter,15.6 inches,1920 x 1080,AMD,AMD A Series,2.30 GHz,8 GB,,DDR4 SDRAM,,256 GB,,Serial ATA,NVIDIA GeForce GTX 1650,nvidia_geforce_gtx,,,,802.11ac,,,,Windows 10,48 watt_hours,3, ,3.3 Kg,Asus,29 de agosto de 2019
"
                
                    
                    
                

                
                    
                    
                        Asus Chromebook Flip C436 2-in-1 Laptop, 14"" Touchscreen FHD 4-Way NanoEdge, Intel Core i3-10110U, 128GB PCIe SSD, Fingerprint, Backlit KB, Wi-Fi 6, Chrome OS, C436FA-DS388T, Magnesium-Alloy, Silver
                    
                

                
                    
                    
                
            ","$22,736.14",,1 calificación,Asus,5.0 de 5 estrellas,Asus,Chromebook Flip,,14 millimeters,20.6 centimeter,14 inches,,Intel,Intel Core i3,4.1 GHz,8 GB,,DDR3 SDRAM,8 GB,,,,Intel UHD Graphics,Integrated,Shared,,Integrado,"802.11ax, Bluetooth",,,No Optical Drive,Chrome OS,,3, ,2.7 Kg,C436FA-DS388T,24 de febrero de 2020
"
                
                    
                    
                

                
                    
                    
                        Lenovo Thinkpad E590_8_256_HD Parent, Negro, 16GB/512GB PCIe SSD
                    
                

                
                    
                    
                
            ",,,155 calificaciones,Lenovo,4.1 de 5 estrellas,Lenovo,E590 Notebook PC,Negro,20 millimeters,36.9 centimeter,15.6 inches,1366x768,Intel,Intel Core i5,1.60 GHz,16 GB,DDR4,DDR4 SDRAM,,512 GB,,PCIE x 4,Intel UHD Graphics 620,,,,,"802.11ac, Bluetooth",1,,,Windows 10 Pro,5 watt_hours,3, ,2.8 Kg,E590 Business Laptop,29 de junio de 2019
"
                
                    
                    
                

                
                    
                    
                        Lenovo Ideapad 330 Laptop de 15.6"", antirreflejos HD premium, empresarial, (AMD A9-9425 hasta 3.7 GHz, 8 GB de memoria DDR4, 256 GB SSD, AMD Radeon R5 Graphic, DVD-RW, HDMI, Windows 10 Home), púrpura
                    
                

                
                    
                    
                
            ",,,270 calificaciones,Lenovo,4.0 de 5 estrellas,Lenovo,Lenovo 330-15AST,,25 millimeters,26 centimeter,15.6 inches,,AMD,AMD A Series,3.10 GHz,8 GB,DDR4,DDR4 SDRAM,,256 GB,,Solid State,AMD Radeon R5 Graphic,Integrated,,,Integrado,802.11ac,,,,Windows 10,17 watt_hours,2, ,2.6 Kg,Ideapad 330 15,20 de septiembre de 2019
"
                
                    
                    
                

                
                    
                    
                        Dell 2020 Inspiron 14"" Laptop 10th Gen Intel Quad-Core i5-1035G4, 8GB DDR4 RAM, 128 GB SSD, WiFi + Bluetooth, HDMI, i5-8265u | 8GB RAM | 256GB SSD
                    
                

                
                    
                    
                
            ",,,373 calificaciones,Dell,4.3 de 5 estrellas,Dell,i3583-i5-8gb-256gb,,20 millimeters,25.9 centimeter,15.6 inches,1366x768,Intel,Intel Core i5,1.60 GHz,8 GB,DDR4,DDR4 SDRAM,0.01 MB,256 GB,,Solid State,Intel UHD Graphics 620,Integrated,DDR4 SDRAM,,Integrado,802.11ac,1,,No Optical Drive,Windows 10,5 watt_hours,2, ,2.8 Kg,,25 de noviembre de 2019
"
                
                    
                    
                

                
                    
                    
                        Asus ZenBook Laptop 2.66GHz computadora Negro PC, Plata | Antiparabrisas., 14''
                    
                

                
                    
                    
                
            ",,,6 calificaciones,Asus,3.7 de 5 estrellas,Asus,Asus ZenBook 14,,15 millimeters,19.8 centimeter,14 inches,,Intel,Intel Core i5,3.9 GHz,8 GB,DDR3,DDR3 SDRAM,8 GB,256 GB,,Solid State,Intel UHD Graphics 620,Integrated,Shared,,Integrado,"802.11b/n/ac, Bluetooth",1,2,None,Windows 10 Pro,50 watt_hours,3, ,2.2 Kg,UX433FA-XH54,20 de diciembre de 2018
"
                
                    
                    
                

                
                    
                    
                        ASUS VivoBook BR349T. Intel Core i7. 8GB RAM. 1TB HDD. Windows 10. 15.6"". Gris
                    
                

                
                    
                    
                
            ",,,12 calificaciones,Asus,3.4 de 5 estrellas,Asus,ASUS X Series,Grey,19 millimeters,36.1 centimeter,15.6 inches,,Intel,Intel Core i7,2.5 GHz,8 GB,DDR3,DDR4 SDRAM,16 GB,1000 GB,,,,nvidia_geforce_940mx,,,,802.11bgn,,1,,Windows 10,65 watt_hours,, ,2.7 Kg,X510UQ-BR349T,26 de marzo de 2018
"
                
                    
                    
                

                
                    
                    
                        Laptop Gamer ROG GL504GS-DS74 Tablet 15.6 "", Wi-Fi, 500 GB, 4 GB de RAM, Athlon Dual Core 2.2 GHz, DOS
                    
                

                
                    
                    
                
            ","$48,799.00",,44 calificaciones,ROG,4.4 de 5 estrellas,ROG,ASUS,,26 millimeters,26.2 centimeter,15.6 inches,,AMD,Athlon Dual Core,2.2 GHz,16 GB,DDR3,DDR4 SDRAM,4 GB,500 GB,,,NVIDIA GeForce GTX 1070,nvidia_geforce_gtx_1070,,,PCI-E,802.11a/b/g/n/ac,,2,None,DOS,66 watt_hours,4, ,4.4 Kg,GL504GS-DS74,28 de julio de 2018
"
                
                    
                    
                

                
                    
                    
                        Dell Inspiron 14 2 en 1, 14 Pulgadas HD (1366 x 768) Touch| 8ª generación Intel Core i3-8145U | 4 GB 128 SSD
                    
                

                
                    
                    
                
            ",,,297 calificaciones,Dell,4.1 de 5 estrellas,Dell,i5481-3595GRY-PUS,,20 millimeters,33.6 centimeter,14 inches,1360x768,Intel,Core i3 Family,3.9 GHz,4 GB,,DDR4 SDRAM,24 GB,128 GB,,Solid State,Intel HD Graphics 620,intel_hd_graphics_620,Shared,,Integrado,802.11ac,1,,None,Windows 10,5 watt_hours,3, ,2.5 Kg,Inspiron 14 5481,6 de marzo de 2019
"
                
                    
                    
                

                
                    
                    
                        Laptop Gamer Asus ROG Zephyrus M i7 16GB 256GB 1TB GTX 1070
                    
                

                
                    
                    
                
            ",,,96 calificaciones,Asus,3.7 de 5 estrellas,Asus,GM501GS-XS74,Negro,20 millimeters,26.2 centimeter,15.6 inches,1920 x 1080 Pixeles,Intel,Intel Core i7,2.2 GHz,16 GB,DDR4-SDRAM,DDR4 SDRAM,32 GB,1256 GB,,Serial ATA,NVIDIA GeForce GTX 1070,NVIDIA GeForce GTX 1070,GDDR5,,PCI-E,802.11a/b/g/n/ac,,,No,Windows 10 Pro,55 watt_hours,4, ,4.1 Kg,GM501GS-XS74,3 de abril de 2018
"
                
                    
                    
                

                
                    
                    
                        Asus Laptop VivoBook 15.6"", Radeon Vega 8, Ryzen 5, 8GB RAM, 1TB HDD, Azul, X512DA-BR052T
                    
                

                
                    
                    
                
            ","$12,999.00",,,Asus,,Asus,X512DA-BR052T,,,,15.6 inches,,AMD,Ryzen 5 3500U,3.6 GHz,8 GB,DDR4,,12 GB,1 TB,Disco duro mecánico,Serial ATA,AMD Radeon RX Vega 8,Integrada,DDR DRAM,,Integrado,,1,2,Ninguno,Windows 10,1 kilowatt_hours,1, ,2.6 Kg,,31 de marzo de 2020
"
                
                    
                    
                

                
                    
                    
                        Panasonic Toughbook CF-31 3ª generación, 8 GB | 240 SSD
                    
                

                
                    
                    
                
            ","$12,700.72",,16 calificaciones,Amazon Renewed,4.3 de 5 estrellas,Toughbook,CF-31,,,,13.1 inches,,Intel,Core i5-3340M,2.70 GHz,8 GB,DDR3,DDR3 SDRAM,,240 GB,,Serial ATA-300,Intel HD Graphics,Integrated,,,,Bluetooth,,,,Windows 10,87 watt_hours,1, ,4.9 Kg,CF-31,7 de marzo de 2019
"
                
                    
                    
                

                
                    
                    
                        HP (17-BY1053DX) 17.3 Laptop – Core i5-8265U – 8 GB de memoria – unidad de estado sólido de 256 GB – Windows 10 Home en modo S – Jet Black/Maglia Pattern
                    
                

                
                    
                    
                
            ",,,94 calificaciones,HP,4.2 de 5 estrellas,HP,17-BY1053DX,jet black,13.5 centimeter,27.2 centimeter,17.3 inches,,Intel,Intel Core i5,1.60 GHz,8 GB,,DDR4 SDRAM,0.01 MB,256 GB,,Serial ATA,Intel HD Graphics 620,Integrated,DDR4 SDRAM,,Integrado,,1,,No Optical Drive,Windows 10,41 watt_hours,3, ,3 Kg,7QK06UA,29 de septiembre de 2019
"
                
                    
                    
                

                
                    
                    
                        HP Nuevo 2019 Flagship 14"" Laptop Intel Pentium Gold 4 GB Ram 128 GB SSD Marco de Teclado Plateado
                    
                

                
                    
                    
                
            ",,,196 calificaciones,HP,4.4 de 5 estrellas,HP,14-cf0012dx,,7.1 centimeter,30 centimeter,14 inches,,Intel,Pentium Other,2.30 GHz,4 GB,,DDR4 SDRAM,4 GB,128 GB,,,Graphics 610,intel_hd,DDR3 SDRAM,2 MB,Integrado,,,,No Optical Drive,Windows 10,10 watt_hours,2, ,2 Kg,14-cf0012dx,8 de septiembre de 2019
"
                
                    
                    
                

                
                    
                    
                        2020 Dell Inspiron 14"" Laptop Computer 10th Gen Intel i3 1005G1 Up to 3.4GHz 4GB DDR4 RAM 128GB PCIe SSD Untel UHD Graphics HDMI 802.11ac WiFi Bluetooth 4.1 Windows 10
                    
                

                
                    
                    
                
            ",,,6 calificaciones,Dell,5.0 de 5 estrellas,Dell,i3493-3464BLK-PUS,Negro,20 millimeters,23.3 centimeter,14 inches,1366x768,Intel,Core i3 Family,1.20 GHz,4 GB,DDR4,DDR4 SDRAM,,128 GB,,Solid State,Intel UHD Graphics,intel_hd_graphics_620,,,,802.11ac,,,,Windows 10,45 watt_hours,1, ,2.4 Kg,i3493-3464BLK-PUS,30 de noviembre de 2019
"
                
                    
                    
                

                
                    
                    
                        MSI GF75 17.3"" Gaming Laptop Intel Core i7-9750H 8GB RAM 512GB SSD 120Hz GTX 1650 Aluminum Black
                    
                

                
                    
                    
                
            ",,,6 calificaciones,MSI,4.1 de 5 estrellas,MSI,,,,,17.3 inches,,,8032,,,,,,,,,NVIDIA GeForce GTX 1050 Ti,dedicated,,,,,,,,,62 watt_hours,, ,4 Kg,,15 de diciembre de 2019
"
                
                    
                    
                

                
                    
                    
                        Lenovo ThinkPad T440 - Ordenador portátil (Ultrabook, Black, Clamshell, 2.9, Intel Core i7, i7-4600M)
                    
                

                
                    
                    
                
            ","$6,343.48",,2 calificaciones,Lenovo,3.3 de 5 estrellas,Lenovo,T440,Black,23.2 centimeter,21 millimeters,14 inches,1366 x 768 pixels,Intel,Intel Core i5-4200U,2.9 GHz,4 GB,DDR3-SDRAM,DDR3 SDRAM,12 GB,500 GB,HDD 7200 rpm,,Intel HD Graphics 4400,Intel HD Graphics 4600,,,,802.11ac,,2,None,Windows 8 Pro,47 watt_hours,6, ,2.9 Kg,20B6008EUS,23 de marzo de 2014
"
                
                    
                    
                

                
                    
                    
                        Laptop Lenovo V330 Intel Core I5-8250U, Windows 10 Pro 64 bit, RAM 4GB, HDD 1TB, Tarjeta de Video Intel UHD Graphics 620, 14"", Color Gris Hierro
                    
                

                
                    
                    
                
            ","$12,499.00"," $14,999.00",,Lenovo,,Lenovo,Lenovo V330,Iron Grey,23 millimeters,34.3 centimeter,14 inches,,LENOVO,Intel Core i3,1.6 GHz,4 GB,,DDR4 SDRAM,16 GB,,,,Intel UHD Graphics 620,,,,,802.11g,,2,,W10 PRO STD,3 watt_hours,3, ,2.4 Kg,81B00011LM,21 de septiembre de 2018
"
                
                    
                    
                

                
                    
                    
                        Dell Latitude 3480 2.50GHz i5-7200U 14"" 1366 x 768Pixeles Negro Portátil - Ordenador portátil (Intel® Core™ i5 de la séptima generación, 2.50 GHz, 35.6 cm (14""), 1366 x 768 Pixeles, 4 GB, 500 GB)
                    
                

                
                    
                    
                
            ","$11,989.00"," $22,128.00",1 calificación,Dell,2.0 de 5 estrellas,Dell,3480,Negro,8.1 centimeter,31.8 centimeter,14 inches,1366 x 768 Pixeles,Intel,8032,2.5 GHz,4 GB,"SO-DIMM, DDR4-SDRAM",,16 GB,500 GB,Mechanical Hard Drive,Serial ATA,integrated_graphics,No disponible,,,,802.11ac,1,,No,Windows 10 Pro,56 watt_hours,3, ,3.3 Kg,KWG13,26 de mayo de 2017
"
                
                    
                    
                

                
                    
                    
                        LAPTOP GAMING DELL G7 17.3"", GEFORCE RTX 2060,  CORE i5 9 Gen. RAM 8GB, 1TB DD + 128SSD NEGRO (G717Vu_i5N8112860W10s_120)
                    
                

                
                    
                    
                
            ","$29,967.20"," $32,499.00",1 calificación,Dell,5.0 de 5 estrellas,Dell,COMDEL400,,37.5 centimeter,7.7 centimeter,17.3 inches,,Intel,Intel Core i5,2.3 GHz,8 GB,,,256 GB,1000 GB,,,,,,,,802.11b/g,,2,,Windows 10,60 watt_hours,4, ,4.6 Kg,COMDEL400,14 de junio de 2019
"
                
                    
                    
                

                
                    
                    
                        Asus Village Candle Balsam Fir - Vela aromática en Tarro de Vidrio (473 ml, tamaño Mediano), Negro | 16 | 1T | RTX 2070, 15-15.99 Inches
                    
                

                
                    
                    
                
            ",,,614 calificaciones,Asus,4.1 de 5 estrellas,Asus,ROG Zephyrus M GU502GW,,20 millimeters,25.2 centimeter,15.6 inches,,Intel,Intel Core i7,4.5 GHz,16 GB,DDR4,DDR4 SDRAM,32 GB,1 TB,,Solid State,NVIDIA GeForce RTX 2070 Max-Q,Dedicated,GDDR6,,PCI-E,"802.11b/n/ac, Bluetooth",,,No Optical Drive,Windows 10 Home,76 watt_hours,4, ,3.9 Kg,GU502GW-AH76,11 de octubre de 2019
"
                
                    
                    
                

                
                    
                    
                        HP 14"" HD Intel N4000 2.6GHz 4GB RAM 64GB eMMC Webcam Windows 10 Laptop + 1 Year Microsoft Office
                    
                

                
                    
                    
                
            ",,,27 calificaciones,HP,4.4 de 5 estrellas,HP,7MP91UA,Plateado,20 millimeters,22.6 centimeter,14 inches,1366 x 768,Intel,Celeron N,2.60 GHz,4 GB,DDR,DDR SDRAM,,64 GB,,USB,Intel® UHD Graphics 600,Integrated,DDR4 SDRAM,,Integrado,802.11ac,1,,No Optical Drive,Windows 10,35 watt_hours,3, ,2.1 Kg,7MP91UA,10 de diciembre de 2019
"
                
                    
                    
                

                
                    
                    
                        HP 15.6-inch HD WLED-Backlit Touchscreen Business Laptop, 10th Gen Intel Core i5-1035G1 up to 3.6GHz, 8GB DDR4, 512GB SSD, HD Camera, HD Audio, 802.11 AC, Bluetooth, USB 3.1 Type-C, HDMI, Windows 10
                    
                

                
                    
                    
                
            ",,,8 calificaciones,HP,4.4 de 5 estrellas,HP,HP,,18 millimeters,35.8 centimeter,15.6 inches,1366x768,Intel,Intel Core i5,1 GHz,8 GB,DDR4,DDR4 SDRAM,,512 GB,,Solid State,Intel UHD Graphics,,,,,802.11ac,,,,Windows 10,41 watt_hours,3, ,2.2 Kg,HP 15,11 de diciembre de 2019
"
                
                    
                    
                

                
                    
                    
                        Acer Chromebook Spin 13 CP713-1WN-53NF 2 en 1 convertible, 8.ª generación Intel Core i5-8250U, pantalla táctil de resolución 2K, 8 GB LPDDR3, 128 GB eMMC, teclado retroiluminado, chasis de aluminio, Solo Chromebook, Gris Acero, 13-13.99 inches
                    
                

                
                    
                    
                
            ","$21,850.48"," $24,049.00",145 calificaciones,Acer,4.2 de 5 estrellas,Acer,Acer Chromebook,Gris Acero,17 millimeters,31 centimeter,13.5 inches,,Intel,,,4 GB,,,8 GB,128 GB,,eSATA,8th Gen Intel (i5),Integrated,Shared,,Integrado,Bluetooth,,,None,Chrome OS,46 watt_hours,3, ,2.4 Kg,CP713-1WN-53NF,23 de octubre de 2018
"
                
                    
                    
                

                
                    
                    
                        New HP 15.6"" HD Touchscreen Laptop Intel Core i3-1005G1 8GB DDR4 RAM 128GB SSD HDMI Bluetooth 802.11/b/g/n/ac Windows 10 15-dy1731ms Silver
                    
                

                
                    
                    
                
            ",,,76 calificaciones,HP,4.2 de 5 estrellas,HP,15-dy1731ms,Plateado,18 millimeters,24.2 centimeter,15.6 inches,1366x768,Intel,Intel Core i3,1.20 GHz,8 GB,DDR4,DDR4 SDRAM,8 GB,128 GB,,Solid State,Intel UHD Graphics,Integrated,DDR3 SDRAM,2 GB,Integrado,"802.11b/g, 802.11bgn, 802.11b",,,No Optical Drive,Windows 10,30 watt_hours,3, ,2.2 Kg,7PA01UA,7 de diciembre de 2019
"
                
                    
                    
                

                
                    
                    
                        Acer Spin 5 SP515-51GN-83YY, 15.6"" Full HD Touch, 8th Gen 15.6"" 1366 x 768Pixeles visualización táctil Plata Híbrido (2-en-1), Spin 5, Gris Acero, 15-15.99 inches
                    
                

                
                    
                    
                
            ","$27,662.42",,39 calificaciones,Acer,3.3 de 5 estrellas,Acer,SP515-51GN-83YY,Steel Gray,18 millimeters,38.2 centimeter,15.6 inches,,Intel,Intel Core i7,4 GHz,8 GB,,,16 GB,1000 GB,,Serial ATA,NVIDIA GeForce GTX 1050,nvidia_geforce_gtx_1050,GDDR5,,PCI-E,802.11ac,1,,None,Windows 10 Home,32 watt_hours,4, ,3.3 Kg,SP515-51GN-83YY,28 de julio de 2018
