name,price_current,price_original,reviews_number,seller,score,Marca,Series,Color,Alto del producto,Ancho del producto,Tamaño de la pantalla,Resolución de la pantalla,Marca del procesador,Tipo de procesador,Velocidad del procesador,Tamaño de RAM,Tecnología de la memoria,Tipo de memoria del equipo,Memoria máxima compatible,Tamaño de la unidad de disco duro,Descripción del disco duro,Interfaz de la unidad de disco duro,Coprocesador de gráficos,Descripción de la tarjeta gráfica,Tipo de RAM para gráficos,Tamaño de RAM de la tarjeta gráfica,Interfaz de la tarjeta gráfica,Tipo de conexión inalámbrica,Número de puertos USB 2.0,Número de puertos USB 3.0,Tipo de unidad óptica,Sistema operativo,Lithium Battery Energy Content,Number of Lithium Ion Cells, ,Peso del envío,Número de modelo del producto,Producto en Amazon.com.mx desde
"
                
                    
                    
                

                
                    
                    
                        Computer Upgrade King VAR-718 - CUK Tongfang CyberPower Variation, 32GB RAM | 500GB NVMe SSD + 1TB HDD
                    
                

                
                    
                    
                
            ",,,4 calificaciones,Computer Upgrade King,4.7 de 5 estrellas,Computer Upgrade King,,,30 millimeters,26.7 centimeter,15.6 inches,1920 x 1080,Intel,Intel Core i7,2.20 GHz,16 GB,DDR4,DDR4 SDRAM,,1500 GB,,,NVIDIA GeForce GTX 1060,nvidia_geforce_gtx_1060,,6.00,,802.11ac,,,,Windows 10 Home,46.74 watt_hours,3, ,4.6 Kg,N950VR,17 de febrero de 2018
"
                
                    
                    
                

                
                    
                    
                        Thomson NEOX13C4BK32 / NEOX13C-4BK32 / NEOX13C-4BK32 Neo X13 Ultrabook 13.3 Celeron N3350, 4 GB, 32 GB, Windows 10, Plateado, 13-13.99 Inches
                    
                

                
                    
                    
                
            ",,,17 calificaciones,Thomson,3.4 de 5 estrellas,Thomson,Thomson,Plateado,25.4 centimeter,6.3 centimeter,13.3 inches,,Intel,Intel Celeron,1.1 GHz,4 GB,,,32 GB,32 GB,,Ethernet,,Integrated,DDR3L-1600 SDRAM,,Integrado,802.11ac,2,,No Optical Drive,Windows 10 Home,29.60 watt_hours,2, ,1.8 Kg,NEOX13C-4GR32,3 de agosto de 2019
"
                
                    
                    
                

                
                    
                    
                        2019 Dell Inspiron 5570 15.6"" FHD Home & Business Laptop, Intel Quad Core i7-8550U Upto 4.0GHz, 12GB RAM, 256GB SSD, Backlit Keyboard, DVD-RW, HDMI, WiFi, Windows 10, Silver
                    
                

                
                    
                    
                
            ",,,,Dell,,Dell,Inspiron 5570,Plateado,18 millimeters,23.4 centimeter,15.6 inches,1920 x 1080,Intel,Core i7 8550U,1.80 GHz,12 GB,DDR4,DDR4 SDRAM,,256 GB,,Solid State,Intel UHD Graphics 620,Integrated,,,,802.11ac,,,,Windows 10,5 watt_hours,3, ,3 Kg,DELL,31 de agosto de 2019
"
                
                    
                    
                

                
                    
                    
                        Lenovo Flex 14 Laptop 14.0"" FHD (1920 x 1080) visualización, Intel Core i7-10510U Procesador, 16GB DDR4 RAM, 512GB SSD, Intel UHD Graphics, Windows 10, 81XG0005US, Onyx Black
                    
                

                
                    
                    
                
            ",,,8 calificaciones,Lenovo,4.2 de 5 estrellas,Lenovo,Flex 14,Negro,18 millimeters,22.9 centimeter,14 inches,,Intel,Intel Core i7,1.8 GHz,16 GB,DDR4,DDR4 SDRAM,16 GB,,,Solid State,,,GDDR5,,Integrado,"801.11ac, Bluetooth",,,No Optical Drive,Windows 10,45 watt_hours,4, ,2.5 Kg,81XG0005US,14 de septiembre de 2019
"
                
                    
                    
                

                
                    
                    
                        Dell - Inspiron 11.6"" Laptop - AMD A6-9220e - Radeon R4-4GB Memory - 32GB eMMC Flash Memory - Gray
                    
                

                
                    
                    
                
            ","$8,550.00",,3 calificaciones,Dell,2.6 de 5 estrellas,Dell,Dell Inspiron,,22 millimeters,,11.6 inches,,AMD,AMD E Series,1.10 GHz,2 GB,DDR4,DDR DRAM,,32 GB,,IEEE 1394b,AMD Radeon R4,integrated,,,,"802.11b/g, 802.11bgn, 802.11b",,,,Windows 10,4.90 watt_hours,2, ,2 Kg,i3180-A361GRY,12 de marzo de 2018
"
                
                    
                    
                

                
                    
                    
                        Acer E5-575-33BM Aspire E 15 Laptop de 15.6 Pulgadas, Full HD, procesador Intel Core i3-7100U 7a generación, 4GB DDR4, 1 TB HDD, Windows 10 Home, Únicamente Laptop, Negro obsidiana
                    
                

                
                    
                    
                
            ",,,"4,382 calificaciones",Acer,3.5 de 5 estrellas,Acer,E5-575,Negro obsidiana,30 millimeters,38.2 centimeter,15.6 inches,,Intel,Intel Core i3,2.4 GHz,4 GB,DDR4,DDR3 SDRAM,32 GB,1000 GB,,,Intel HD Graphics 620,intel_hd_graphics_620,,,Integrado,802.11ac,,,,Windows 10,28 watt_hours,6, ,3 Kg,E5-575-33BM,17 de septiembre de 2016
"
                
                    
                    
                

                
                    
                    
                        Newest Flagship HP 14 HD Thin & Light Laptop Computer PC- 14"" Micro-Edge Display 10th Gen Intel Quad-Core i5-1035G1 16GB RAM 256GB PCIe SSD + 16GB Optane BT USB Type-C WiFi HDMI Webcam Win 10 -Gold
                    
                

                
                    
                    
                
            ",,,,HP,,HP,HP 14 Laptop,Dorado,18 millimeters,22.5 centimeter,14 inches,1366x768,Intel,Intel Core i5,1 GHz,16 GB,DDR4,DDR4 SDRAM,,256 GB,,Solid State,Intel® UHD Graphics Integrated,,,,,Bluetooth,,,,Windows 10,41 watt_hours,3, ,2 Kg,,7 de diciembre de 2019
"
                
                    
                    
                

                
                    
                    
                        HP Pavilion x360 2-in-1 14"" FHD WLED-Backlit Touchscreen Laptop, Intel Quad-Core i5-10210U, 8GB DDR4, 256GB SSD + 16GB Optane, Webcam, Backlit Keyboard, Fingerprint Reader, USB 3.1-C, Windows 10
                    
                

                
                    
                    
                
            ",,,12 calificaciones,HP,3.8 de 5 estrellas,HP,HP,Dorado,20 millimeters,32.3 centimeter,14 inches,1920x1080,Intel,Intel Core i5,1.60 GHz,8 GB,DDR4,DDR4 SDRAM,,256 GB,,Solid State,Intel UHD Graphics,,,,,802.11ac,,,,Windows 10 Home,41 watt_hours,3, ,2.2 Kg,Pavilion x360,24 de noviembre de 2019
"
                
                    
                    
                

                
                    
                    
                        Dell Inspiron i5565-0017GRY 15,6"" FHD portátil (7ª generación AMD A9-9400, 8GB RAM, 1 TB HDD), Únicamente Laptop, Gris Niebla, 15.6""
                    
                

                
                    
                    
                
            ",,,122 calificaciones,Dell,3.2 de 5 estrellas,Dell,Inspiron 15 5000 Series (5567),Gris niebla,23 millimeters,39 centimeter,15.6 inches,,Intel,Intel Core i5,3.1 GHz,8 GB,DDR4,,16 GB,1000 GB,SATA,Serial ATA-600,Geforce,intel_hd_graphics_620,,,Integrado,802.11ac,,,DVD+RW,Windows 10,42 watt_hours,3, ,3.4 Kg,i5567-1836GRY,15 de noviembre de 2016
"
                
                    
                    
                

                
                    
                    
                        SAMSUNG 3 XE500C13 Negro Portátil 29.5 cm (11.6"") 1366 x 768 Pixeles 1.6 GHz Intel® Celeron® N3050 - Ordenador portátil (Intel® Celeron®, 1.6 GHz, 29.5 cm (11.6""), 1366 x 768 Pixeles, 4 GB, 16 GB)
                    
                

                
                    
                    
                
            ",,,572 calificaciones,Samsung,4.2 de 5 estrellas,SAMSUNG,XE500C13,Negro,18 millimeters,20.4 centimeter,11.6 inches,1366 x 768 Pixeles,Intel,Intel Celeron,1.6 GHz,4 GB,"A bordo, LPDDR3-SDRAM",,4 GB,16 GB,SSD,,Intel Graphics Integrated,No disponible,,,Integrado,802.11ac,1,,No,Chrome OS,33 watt_hours,2, ,1.7 Kg,XE500C13-K02US,31 de marzo de 2016
"
                
                    
                    
                

                
                    
                    
                        Acer Predator 17 Gaming Laptop, Core i7, GeForce GTX 1070, 17.3"" Full HD G-Sync, 16GB DDR4, 256GB SSD, 1TB HDD, G9-793-79V5
                    
                

                
                    
                    
                
            ",,,122 calificaciones,Acer,4.1 de 5 estrellas,Acer,G9-793-79V5,Core i7-7700HQ - 16GB RAM/256GB SSD/1TB HDD,40 millimeters,32.2 centimeter,17.3 inches,,Intel,Intel Core i7,2.80 GHz,16 GB,DDR4,,64 GB,1000 GB,Hybrid Drive,Serial ATA,NVIDIA GeForce GTX 1070,nvidia_geforce_gtx_1070,GDDR5,8 GB,Desconocido,802.11ac,,,DVD-RW,Windows 10,60 watt_hours,4, ,8.2 Kg,G9-793-79V5,5 de febrero de 2017
"
                
                    
                    
                

                
                    
                    
                        Lenovo Edge 2 80QF0006US 2-in-1 Laptop, 15.6"" Full-HD IPS Touchscreen, Intel Core i7-6500U 2.5GHz, 8GB DDR3, 1TB SATA, 802.11ac, Bluetooth, Win10H(Versión EE.UU., importado)
                    
                

                
                    
                    
                
            ",,,4 calificaciones,Lenovo,3.6 de 5 estrellas,Lenovo,Lenovo,,25 millimeters,25 millimeters,15.6 inches,,Intel,Intel Core 2 Duo,2.50 GHz,8 GB,DDR3,DDR3 SDRAM,,1 TB,,Serial ATA,,,,,,Bluetooth,,,,Windows 10,7 watt_hours,2, ,3 Kg,T8TJG,5 de abril de 2017
"
                
                    
                    
                

                
                    
                    
                        HP Pavilion 13-an0010nr Plata Computadora portátil 33.8 cm (13.3"") 1920 x 1080 Pixeles 8ª generación de procesadores Intel® Core™ i5 i5-8265U 8 GB DDR4-SDRAM 256 GB SSD - Ordenador portátil (8ª generación de procesadores Intel® Core™ i5, 1.6 GHz, 33.8 cm (13.3""), 1920 x 1080 Pixeles, 8 GB, 256 GB)
                    
                

                
                    
                    
                
            ",,,53 calificaciones,HP,3.8 de 5 estrellas,HP,13-an0010nr,Plata,15 millimeters,31.1 centimeter,13.3 inches,1920 x 1080 Pixeles,Intel,8032,1.6 GHz,8 GB,DDR4-SDRAM,,8 GB,256 GB,,ATA-4,Intel GMA 3150,No disponible,72-Pin EDO SIMM Memory,,AGP,"802.11a, 802.11b, 802.11g",,,No,Windows 10 Home,37.7 watt_hours,2, ,1.9 Kg,4WJ36UA#ABA,28 de octubre de 2018
"
                
                    
                    
                

                
                    
                    
                        2019 Lenovo Legion Y545 15.6"" FHD Gaming Laptop Computer, 9th Gen Intel Hexa-Core i7-9750H Up to 4.5GHz, 16GB DDR4 RAM, 1TB HDD + 512GB PCIE SSD, GeForce GTX 1660 Ti 6GB GDDR6, Windows 10
                    
                

                
                    
                    
                
            ",,,2 calificaciones,Lenovo,5.0 de 5 estrellas,Lenovo,Legion Y545,,33 millimeters,26.2 centimeter,15.6 inches,1920x1080,Intel,Intel Core i7,2.60 GHz,16 GB,"SO-DIMM, DDR4",DDR4 SDRAM,,512 GB,,Solid State,GeForce GTX 1660 Ti,nvidia_geforce_gtx,,,,802.11ac,,,,Windows 10,10 watt_hours,10, ,4.6 Kg,Legion Y545,12 de septiembre de 2019
"
                
                    
                    
                

                
                    
                    
                        MSI GT75VR Titan Pro I7-7820HK 2.9G Portátil 17.3"", Intel Core i7 i7-7820HK Quad-Core 2.90 GHz, 64 GB RAM, 1 TB HDD, Windows 10, Black
                    
                

                
                    
                    
                
            ",,,4 calificaciones,MSI,3.8 de 5 estrellas,MSI,MSI,,5.8 centimeter,31.4 centimeter,17.3 inches,,Intel,Intel Core i7,2.8 GHz,64 GB,,,64 GB,1000 GB,,Serial ATA,NVIDIA GeForce GTX 1080,Dedicated,DDR5 SDRAM,8 GB,PCI-E,Bluetooth,,,None,Windows 10,75 watt_hours,, ,7.7 Kg,GT75VR Titan Pro 4K-082,8 de septiembre de 2017
"
                
                    
                    
                

                
                    
                    
                        MSI PS42 8M-064 14"" Professional Thin Bezel Laptop i5-8250U UMA 8GB RAM 256GB SSD
                    
                

                
                    
                    
                
            ",,,15 calificaciones,MSI,4.1 de 5 estrellas,MSI,PS42 8M-064,Plata,40 millimeters,26.9 centimeter,14 inches,1920 x 1080 Pixeles,AMD,Athlon Dual Core,1.6 GHz,8 GB,"SO-DIMM, DDR4-SDRAM",DDR DRAM,16 GB,256 GB,,ATA-4,Intel GMA 3150,No disponible,DDR DRAM,1 GB,Integrado,802.11ac,,2,No,Windows 10 Pro,40 watt_hours,4, ,2.6 Kg,PS42 8M-064US,22 de agosto de 2018
"
                
                    
                    
                

                
                    
                    
                        Alienware 15 4K UHD Touchscreen Gaming Laptop Intel Skylake Core i7-6700HQ 16GB DDR4 Memory 256GB SSD + 1TB HDD NVIDIA GeForce GTX 970M Klipsch Audio USB 3.0 Type-C 802.11(Versin EE.UU., importado)
                    
                

                
                    
                    
                
            ",,,50 calificaciones,Alienware,3.0 de 5 estrellas,Alienware,ANW15-8214SLV,plateado,24 millimeters,27 centimeter,15.6 inches,,Intel,Intel Core i7,2.60 GHz,16 GB,DDR4,DDR3 SDRAM,16 GB,1 TB,,Serial ATA,NVIDIA GeForce GTX 970M,intel_hd_graphics_530,,,,"802.11ab, 802.11bgn, 802.11abg",,,,Windows 10 Home,6 watt_hours,3, ,5.6 Kg,OEM,6 de septiembre de 2016
"
                
                    
                    
                

                
                    
                    
                        Asus C100PA-DB02 Chromebook Flip C100 - Notebook Touchscreen, Convertible 2 in 1, Processor Rockchip 1.8 GHz, 4 GB DDR3 RAM, 16 GB Solid State Drive (SSD), Silver, 10.1""
                    
                

                
                    
                    
                
            ","$14,550.00",,"1,525 calificaciones",Asus,4.0 de 5 estrellas,Asus,C100PA-DB02,Aluminio,15 millimeters,26.4 centimeter,10.1 inches,1280 x 800 Pixeles,RockChip,Rockchip RK3288,1.8 GHz,4 GB,LPDDR3-SDRAM,,16 GB,16 GB,,,ARM Mali-T764,,,,,802.11ac,,,No,Chrome OS,31 watt_hours,2, ,1.3 Kg,C100PA-DB02,24 de julio de 2015
"
                
                    
                    
                

                
                    
                    
                        HP Nuevo 2020 15.6"" HD táctil portátil Intel Core i7-1065G7 8 GB DDR4 RAM 512 GB SSD HDMI 802.11b/g/n/AC Windows 10 Silver 15-dy1771ms
                    
                

                
                    
                    
                
            ","$24,250.00",,19 calificaciones,HP,4.7 de 5 estrellas,HP,7NZ97UA,Plateado,18 millimeters,24.2 centimeter,15.6 inches,1366x768,Intel,Intel Core i7,1.30 GHz,8 GB,DDR4,DDR4 SDRAM,512 GB,512 GB,,Solid State,Intel Iris Graphics,Dedicated,DDR3 SDRAM,,AGP,802.11bgn,,,No Optical Drive,Windows 10,15.2 watt_hours,1, ,2.2 Kg,7NZ97UA,6 de diciembre de 2019
"
                
                    
                    
                

                
                    
                    
                        Lenovo IdeaPad S340 14"", 14.0"" Anti-Glare FHD, i5-8265U, 8GB DDR, 256GB SSD
                    
                

                
                    
                    
                
            ",,,2 calificaciones,Lenovo,3.5 de 5 estrellas,Lenovo,81N7004CUS,,,,14 inches,,Intel,Intel Core i5,1.60 GHz,8 GB,"DDR, DDR4",DDR4 SDRAM,,256 GB,,Solid State,Intel UHD Graphics 620,Integrated,,,,Bluetooth,,,,Windows 10,45 watt_hours,3, ,2.1 Kg,NA,2 de agosto de 2019
"
                
                    
                    
                

                
                    
                    
                        2019 Lenovo Ideapad S340 15.6"" FHD Laptop Computer, 10th Gen Intel Quard-Core i7 1065G7 up to 3.9GHz, 8GB DDR4 RAM, 256GB SSD, 802.11ac WiFi, Bluetooth 4.2, USB Type-C, HDMI, Onyx Black, Windows 10
                    
                

                
                    
                    
                
            ",,,5 calificaciones,Lenovo,3.0 de 5 estrellas,Lenovo,Ideapad,,18 millimeters,24.4 centimeter,15.6 inches,1920x1080,Intel,Intel Core i7,1.30 GHz,8 GB,DDR4,DDR4 SDRAM,,256 GB,,Solid State,Intel Iris Plus G7 Graphics,intel_iris,,,,802.11ac,,,,Windows 10,4.90 watt_hours,2, ,2.3 Kg,S340,15 de diciembre de 2019
"
                
                    
                    
                

                
                    
                    
                        Intel - computadora portátil de 14"" HD WLED, Intel Dual-Core i3-7100U 2.4GHz 4GB DDR4 128GB SSD HDMI USB 3.1 Tipo-C 802.11bgn HD cámara Web Bluetooth 4.2 Win 10
                    
                

                
                    
                    
                
            ",,,3 calificaciones,HP,5.0 de 5 estrellas,HP,HP,Ash Silver,20 millimeters,32.5 centimeter,14 inches,HD (1366 x 768),Intel,Intel Core i3,2.40 GHz,4 GB,,DDR SDRAM,,128 GB,,Solid State,Intel HD Graphics 620,intel_hd_graphics_620,,,,802.11bgn,,,,Windows 10 Home,5 watt_hours,3, ,2 Kg,HP,14 de agosto de 2019
"
                
                    
                    
                

                
                    
                    
                        Lenovo ThinkPad Helix - Ordenador portátil (M-5Y10c, Touchpad, Windows 8.1 Pro, Polímero de Litio, 64 bits, Intel Core M)
                    
                

                
                    
                    
                
            ",,,,Lenovo,,Lenovo,Helix,Negro,17.5 centimeter,33 centimeter,11.6 inches,1920 x 1080 Pixeles,Intel,Core M-5Y10c,0.8 GHz,4 GB,"A bordo, LPDDR3-SDRAM",DDR3 SDRAM,8 GB,128 GB,SSD,,integrated_graphics,No,,,Integrado,802.11bgn,,,No,Windows 8.1 Pro,35 watt_hours,, ,2.3 Kg,20CG005LUS,29 de junio de 2016
"
                
                    
                    
                

                
                    
                    
                        Lenovo IdeaPad 330 15.6"" HD LED Backlit Anti-Glare Business Laptop, Intel Dual-Core i3-8130U Up to 3.4GHz (Beat i5-7200U), 8GB DDR4, 1TB HDD, 802.11ac, Bluetooth, HDMI, Webcam, Windows 10 (Purple)
                    
                

                
                    
                    
                
            ",,,9 calificaciones,Lenovo,3.8 de 5 estrellas,Lenovo,Lenovo Ideapad,Púrpura (Plum Purple),23 millimeters,25.9 centimeter,15.6 inches,1366x768,Intel,Intel Core i3,2.20 GHz,8 GB,DDR4,DDR4 SDRAM,,1 TB,,Serial ATA,Intel UHD Graphics 620,,,,,"802.11ac, Bluetooth",,,,Windows 10,41 watt_hours,3, ,2.6 Kg,5.74 pounds,20 de noviembre de 2018
"
                
                    
                    
                

                
                    
                    
                        Lenovo Yoga Tab3, 1GB RAM, 16GB ROM, Android 5.1, Touch 8"", Black
                    
                

                
                    
                    
                
            ","$5,399.00",,56 calificaciones,Lenovo,4.5 de 5 estrellas,Lenovo,YT3-850F,,12 centimeter,10 millimeters,8 inches,,Qualcomm,Snapdragon,1.3 GHz,1 GB,,,1 GB,,,,,,,,,802.11ac,,,,Android 4.4 KitKat,30 watt_hours,, ,821 g,YT3-850F,23 de diciembre de 2015
"
                
                    
                    
                

                
                    
                    
                        ASUS VivoBook 15.6"" FHD Business Laptop AMD A12-9720P Quad-Core hasta 3,6 GHz, 32 GB de RAM, 2 TB de disco duro, lector de huellas dactilares, AMD Radeon R7 Graphics, USB-C, WiFi, HDMI, Windows 10
                    
                

                
                    
                    
                
            ",,,25 calificaciones,Asus,4.1 de 5 estrellas,Asus,VivoBook,Plateado,19 millimeters,24.4 centimeter,15.6 inches,1920 x 1080,AMD,AMD A Series,2.70 GHz,32 GB,DDR4,DDR4 SDRAM,32 GB,2 TB,,Serial ATA,AMD Radeon R7,amd_radeon_r7,DDR3 SDRAM,2 MB,Integrado,802.11ac,2,,No Optical Drive,Windows 10,42 watt_hours,3, ,2.2 Kg,ASUS,21 de agosto de 2019
"
                
                    
                    
                

                
                    
                    
                        Microsoft Surface Pro 7 - Pantalla táctil de 12,3"" - Intel Core i7 - 16 GB de Memoria - 512 GB Unidad de Estado sólido (último Modelo), Negro Mate, 8 GB Ram, 256 GB
                    
                

                
                    
                    
                
            ","$38,999.00",,54 calificaciones,Microsoft,4.2 de 5 estrellas,Microsoft,Surface Pro,Negro mate,49 millimeters,23.1 centimeter,12.3 inches,2736 x 1824,Intel,8032,,8 GB,,,8 GB,,,Serial ATA,gpu,Integrated,DDR4 SDRAM,,Integrado,Infrarrojo,,,No Optical Drive,Windows 10 Home,44.2 watt_hours,4, ,1.7 Kg,PUV-00016,4 de octubre de 2019
"
                
                    
                    
                

                
                    
                    
                        Dell Gaming Laptop - 15"" FHD, 8th Gen Intel Core i7-8750H CPU, 16GB RAM, 256GB SSD+1TB HDD, NVIDIA GeForce GTX 1050TI, Windows 10 Home, Black - G3579-7989BLK-PUS
                    
                

                
                    
                    
                
            ",,,380 calificaciones,Dell,3.7 de 5 estrellas,Dell,,Negro,23 millimeters,37.8 centimeter,15.6 inches,,Intel,Intel Core i7,3.9 GHz,16 GB,DDR4,,32 GB,1000 GB,,Serial ATA,NVIDIA GeForce GTX 1050 Ti,nvidia_geforce_gtx_1050_ti,GDDR5,,Integrado,"802.11abg, 802.11ac, 802.11a/b/g/n, 802.11a",1,,None,Windows 10 Home,56 watt_hours,4, ,3.6 Kg,G3579-7989BLK-PUS,6 de junio de 2018
"
                
                    
                    
                

                
                    
                    
                        Laptop Dell Inspiron 15 5000 de 15,6"", pantalla táctil Full HD, Intel Core i5, 500 RAM,1 TB HDD, Windows 10. Teclado en inglés
                    
                

                
                    
                    
                
            ",,,323 calificaciones,Dell,3.8 de 5 estrellas,Dell,Dell Inspiron 5000,Plata o gris mate.,23 millimeters,25.8 centimeter,15.6 inches,1920x1080,Intel,Intel Core i5,1.60 GHz,8 GB,,DDR4 SDRAM,8 GB,1 TB,,Solid State,Intel UHD Graphics 620,Integrated,DDR3 SDRAM,2 MB,Integrado,"802.11ac, Bluetooth",1,,No Optical Drive,Windows 10,42 watt_hours,3, ,3 Kg,dell i5570-4364slv-pus,1 de diciembre de 2017
"
                
                    
                    
                

                
                    
                    
                        Laptop Gamer Razer Blade Pro 17 17.3"" Core i7 16GB RAM SSD NVIDIA RTX 2080 Max-Q Windows 10 - RZ09-02878E92-R3U1
                    
                

                
                    
                    
                
            ",,,59 calificaciones,Razer,4.1 de 5 estrellas,Razer,Blade Pro,,30.2 centimeter,15 millimeters,17.3 inches,,Intel,Core i7 Family,4.6 GHz,16 GB,,,64 GB,,,Solid State,NVIDIA RTX 2080 Max-Q,,GDDR6,,PCI-E,,,,None,Windows 10,70.5 watt_hours,2, ,4.8 Kg,RZ09-02878E92-R3U1,11 de mayo de 2019
"
                
                    
                    
                

                
                    
                    
                        ASUS TUF FX705 17.3"" FHD LED-Backlight Gaming Laptop, AMD Ryzen 7-3750H Processor up to 4.0GHz, 8GB DDR4, 512GB PCIe SSD, NVIDIA GTX 1650, Bluetooth, Webcam, HDMI, RGB Backlit Keyboard, Windows 10
                    
                

                
                    
                    
                
            ",,,9 calificaciones,Asus,4.1 de 5 estrellas,Asus,ASUS TUF,Negro,28 millimeters,28.4 centimeter,17.3 inches,1920x1080,AMD,AMD R Series,2.30 GHz,8 GB,DDR4,DDR4 SDRAM,,512 GB,,Solid State,NVIDIA GeForce GTX 1650,nvidia_geforce_gtx,GDDR5,,,802.11ac,1,,,Windows 10,36 watt_hours,3, ,3.9 Kg,FX705,21 de julio de 2019
"
                
                    
                    
                

                
                    
                    
                        Lenovo 592-935 TS E480 i7 8GB 500GB
                    
                

                
                    
                    
                
            ","$27,541.00",,,Lenovo,,Lenovo,E480,Negro,20 millimeters,24.2 centimeter,14 inches,1920 x 1080,AMD,Athlon Dual Core,1.8 GHz,4 GB,"SO-DIMM, DDR4-SDRAM",GDDR5,32 GB,500 GB,,,AMD Radeon RX 550,AMD Radeon RX 550,,,,"802.11a, 802.11b, 802.11g",1,2,No,Windows 10 Professional,45 watt_hours,2, ,2.6 Kg,20KN003WUS,5 de enero de 2018
"
                
                    
                    
                

                
                    
                    
                        Lenovo 320-15 - 15.6"" HD - AMD A12-9720P - 8GB Memory - 1TB Hard Drive - Gray
                    
                

                
                    
                    
                
            ",,,216 calificaciones,Lenovo,3.6 de 5 estrellas,Lenovo,Lenovo,,23 millimeters,25.9 centimeter,15.6 inches,,AMD,Athlon 2650e,2.7 GHz,8 GB,DDR4,DDR3 SDRAM,4 GB,1000 GB,,Serial ATA,,Integrated,,,Integrado,Bluetooth,1,,DVD-RW,Windows 10 Home,14.80 watt_hours,1, ,2.7 Kg,80XS00DJUS,15 de julio de 2017
"
                
                    
                    
                

                
                    
                    
                        Dell Latitude 3000 3400 - computadora portátil (14"", 1920 x 1080, Core i7 i7-8565U, 8 GB de RAM, 256 GB de SSD.
                    
                

                
                    
                    
                
            ","$27,485.13",,,Dell,,Dell,Dell Latitude,,,,14 inches,,,8032,,,DDR4,,,,,,NVIDIA GeForce MX130,,,,,Bluetooth,,,,,56 watt_hours,1, ,2.6 Kg,YHXR9,22 de abril de 2019
"
                
                    
                    
                

                
                    
                    
                        HP Omen 15-dc0001la Laptop 15.6"" Full HD, Intel Core i5-8300H 2.3GHz, 8GB RAM DDR4-2666, 1TB HDD 7200 RPM, NVIDIA Geforce GTX 1050 4GB GDDR5, Windows 10 Home
                    
                

                
                    
                    
                
            ","$24,499.00"," $28,999.00",3 calificaciones,HP,4.8 de 5 estrellas,HP,COMHPQ170,Negro,10 millimeters,15 centimeter,15.6 inches,1920 x 1080 Pixeles,Intel,Core i5 Family,2.4,1 TB,DRAM,GDDR5,8 GB,1000 GB,Flash Memory Solid State,Serial ATA,NVIDIA GeForce GTX 1050,Dedicated,DDR DRAM,,PCI-E,Bluetooth,1,1,None,Windows 10 Home,4.90 watt_hours,2, ,3.6 Kg,2RJ25LA#ABM,15 de junio de 2018
"
                
                    
                    
                

                
                    
                    
                        Laptop Gamer ASUS 15.6 ""Full HD, procesador Intel Core i7, 16GB RAM, 256GB SSD + 1TB HDD, GeForce GTX 1050 4GB, teclado retroiluminado - M580VD-EB76
                    
                

                
                    
                    
                
            ",,,184 calificaciones,Asus,4.0 de 5 estrellas,Asus,M580VD-EB76,,20 millimeters,25.7 centimeter,15.6 inches,,Intel,8032,2.80 GHz,16 GB,DDR4,DDR4 SDRAM,16 GB,1000 GB,Hybrid Drive,Serial ATA,NVIDIA GeForce GTX 1050,nvidia_geforce_gtx_1050,GDDR5,,PCI-E,802.11ac,2,,None,Windows 10,47 watt_hours,3, ,3.3 Kg,M580VD-EB76,6 de junio de 2017
"
                
                    
                    
                

                
                    
                    
                        Lenovo 2019 IdeaPad Flex-15IWL Onyx Black 2-in-1 Laptop - 15.6"" 1920x1080 IPS Glossy Multi-Touch Multi-Mode Display - Intel Quad-Core i7-8565U Processor 1.8GHz; 8GB DDr4-2400 RAM; 512GB SSD
                    
                

                
                    
                    
                
            ",,,15 calificaciones,Lenovo,3.6 de 5 estrellas,Lenovo,IdeaPad,Negro,23.1 centimeter,23.1 centimeter,15.6 inches,1920x1080,Intel,Core i7 8550U,1.80 GHz,8 GB,,DDR4 SDRAM,,512 GB,,Solid State,Intel UHD Graphics 615,dedicated,,,,802.11ac,,,,Windows 10,5 watt_hours,3, ,3.1 Kg,IdeaPad Flex-15IWL,10 de julio de 2019
"
                
                    
                    
                

                
                    
                    
                        Lenovo IdeaPad 330 15.6"" HD Business Laptop, Intel Dual-Core i3-8130U Up to 3.4GHz (Beat i5-7200U), 8GB DDR4, 1TB HDD, 802.11ac, Bluetooth, HDMI, Windows 10
                    
                

                
                    
                    
                
            ",,,10 calificaciones,Lenovo,3.8 de 5 estrellas,Lenovo,Lenovo_i3_8GB_Red,,,,15.6 inches,,Intel,Core i3 Family,2.20 GHz,8 GB,DDR4,DDR4 SDRAM,,1 TB,,Serial ATA,Intel UHD Graphics 620,,,,,802.11ac,,,,Windows 10,7 watt_hours,3, ,2.6 Kg,,3 de agosto de 2019
