,name,price_current,price_original,reviews_number,seller,score,brand,height_cm,width_cm,screen_size_in,proc_brand,proc_speed_ghz,ram,ram_type,ram_max,memory,os,battery_wh,battery_cells,weight_kg,since
169,"Asus ROG Strix Scar III (2019) Gaming Laptop, 17.3"" 240Hz IPS Tipo FHD, NVIDIA GeForce RTX 2070, Intel Core i7-9750H, 16GB DDR4, 1TB PCIe SSD, per-Key RGB KB, Windows 10 Home, G731GW-DH76",19894.5,20224.5,6,asus,4.3,asus,0.25,29.2,17,Intel,4.5,16,DDR4,32,1,Windows,66,4,5.0,2019-10-15
170,"Acer Predator Triton 500 - computadora portátil para Videojuegos (Fino y Ligero), GeForce RTX 2060 MAX-P, 15.6"", 16GB DDR4, 512GB SSD",19894.5,20224.5,54,acer,3.4,acer,0.18,25.5,16,Intel,4.1,16,DDR4,32,512,Windows,66,4,4.9,2019-08-13
171,"Dell i5575-A217SLV-PUS Inspiron 15 5575 - visualización LED retroiluminada - AMD Ryzen 5 - Radeon Vega8 Graphics - Memoria de 8 GB - Disco Duro de 1 TB, 39,6 cm, Platino, Color Plateado",19894.5,20224.5,64,dell,3.5,dell,0.2,38.0,16,AMD,3.6,8,DDR4,32,1000,Windows,42,3,3.1,2018-07-10
172,"Lenovo Ideapad 710S Plus - visualización táctil de 13,3"" (Intel Core i7-7500U, 8 GB DDR4, 512 GB SSD, Windows 10 Home), 80YQ0002US",19894.5,20224.5,20,lenovo,4.3,lenovo,0.22,25.45,13,Intel,2.7,8,DDR4,8,512,Windows,46,2,2.3,2017-07-05
173,"MSI GS65 Stealth-007 15.6"" Razor Thin Bezel Gaming Laptop NVIDIA RTX 2060 6G, 144Hz 7ms, Intel i7-8750H (6 cores), 16GB, 256GB NVMe SSD, TB3, Per Key RGB, Win 10 Pro, Matte Black with Gold Diamond cut",19894.5,20224.5,4,msi,3.9,msi,0.29,26.0,16,Intel,2.2,16,DDR4,32,256,Windows,82,4,3.7,2019-01-29
174,"Lenovo ThinkPad T490 Laptop (20N2-001YUS) Intel i5-8265U, 8GB DDR4 RAM, 256GB SSD, 14-inch FHD 1920x1080, Win10 Pro, 720p Webcam, Fingerprint Reader",19894.5,20224.5,2,lenovo,5.0,lenovo,0.22,25.45,14,Intel,1.6,8,DDR4,16,256,Windows,39,4,2.4,2019-05-05
175,"ASUS ROG Strix GL503GE-ES52 Hero Edition Negro Portátil 39.6 cm (15.6"") 1920 x 1080 Pixeles 2.30 GHz 8ª generación de procesadores Intel® Core™ i5 i5-8300H - Ordenador portátil (8ª generación de procesadores Intel® Core™ i5, 2.30 GHz, 39.6 cm (15.6""), 1920 x 1080 Pixeles, 8 GB, 1128 GB)",19894.5,20224.5,22,asus,3.8,asus,0.24,26.2,16,Intel,2.3,8,GDDR5,32,1128,Windows,64,4,4.9,2018-04-24
176,"Lenovo Flex 15 Series 15.6"" 2-in-1 Touchscreen Laptop, 10th Gen Intel Core i7-10510U, 16GB RAM, 512GB SSD, NVIDIA GeForce MX230 Graphics",19894.5,20224.5,6,lenovo,3.1,lenovo,0.22,25.45,16,Intel,1.8,16,DDR4,16,512,Windows,52,3,2.8,2019-12-03
177,"2019 ASUS TUF 17.3"" FHD Gaming computadora Portátil Gaming Laptop Computadora, AMD Ryzen 7 3750H Quad-Core hasta 4.0GHz, 8GB DDR4 RAM, 512GB PCIE SSD, GeForce GTX 1650 4GB, 802.11ac WiFi, Bluetooth 4.2, HDMI, Windows 10",19894.5,20224.5,83,asus,4.4,asus,0.28,27.9,17,AMD,2.3,8,DDR4,16,512,Windows,42,6,3.9,2019-07-20
178,"Lenovo Flex 14 2-en-1 Convertible Laptop, 14 Pulgadas FHD (1920 x 1080) visualizaciÃ³n tÃ¡ctil, AMD Ryzen 5 3500U Procesador, 8GB DDR4 RAM, 256GB NVMe SSD, Windows 10, 81SS0005US, Negro",19894.5,20224.5,492,lenovo,4.2,lenovo,0.18,22.9,14,AMD,2.1,8,DDR4,8,256,Windows,45,4,2.4,2019-03-07
179,"Lenovo 120S-14IAP Laptop 14"", Intel Celeron N3350 1.1GHz, 2GB RAM ,32GB SSD, Windows 10",19894.5,20224.5,66,lenovo,3.5,lenovo,0.18,33.3,14,Intel,1.1,2,SDRAM,2,16,Windows,8,2,2.0,2017-10-28
180,"Acer Chromebook 15 CB515-1HT-P39B, Pentium N4200, 15.6"" Full HD Touch, 4GB LPDDR4, 32GB Storage, Pure Silver",19894.5,20224.5,232,acer,3.3,acer,0.19,37.8,16,Intel,2.5,4,SDRAM,4,32,Chrome,32,2,2.6,2017-10-28
181,"ASUS ROG Strix G G731GU - 17.3"" FHD - i7-9750H - NVIDIA GTX 1660 Ti - 16GB - 512GB SSD",19894.5,20224.5,62,asus,4.6,asus,0.25,29.2,17,Intel,2.3,16,DDR4,16,512,Windows,72,3,4.8,2019-11-09
182,"ASUS ROG 15.6"" FHD WLED-Backlit Gaming Laptop, Intel 6-Core i7-9750H 2.6GHz hasta 4.5GHz, 8GB DDR4, 512GB PCIe SSD, NVIDIA GeForce GTX 1650, 802.11ac, Bluetooth, teclado retroiluminado, HDMI, Windows 10",19894.5,20224.5,19,asus,4.0,asus,0.23,25.7,16,Intel,2.6,8,DDR4,16,512,Windows,40,3,3.8,2019-06-01
183,Dell Laptop Inspirion 15 3583 I7 8565U 8GB 1TB 15.6 Win10 I3583-7315BLK-PUS,19894.5,20224.5,6,dell,4.1,dell,0.2,25.8,16,Intel,4.6,8,DDR4,16,1,Windows,42,3,2.9,2019-09-15
184,"Lenovo 2019 - Laptop IdeaPad de 15,6"" HD de Alto Rendimiento | AMD A6-9225 Dual-Core 2,60 GHz | 802.11ac | Bluetooth | DVD+/-RW | HDMI, 4GB RAM | 500GB HDD",19894.5,20224.5,170,lenovo,3.5,lenovo,0.23,25.4,16,AMD,2.6,4,DDR4,16,500,Windows,20,4,2.7,2019-01-31
185,"Lenovo Yoga 920 2-in-1 13.9"" Touch-Screen Laptop - Intel Core i7 - 8GB Memory - 256GB Solid State Drive - Bronze",34099.0,42653.0,33,lenovo,3.5,lenovo,0.13,22.4,14,Intel,1.8,8,DDR4,16,256,Windows,50,2,2.8,2017-11-20
186,Laptop Asus Vivobook S15 15.6'' i5 8GB 512GB Win10 -Rosa,19894.5,20224.5,65,asus,4.4,asus,0.18,23.1,16,Intel,3.9,8,DDR4,12,512,Windows,42,3,2.6,2019-06-28
187,"ASUS FX505DD Laptop de juego de 15.6 pulgadas, AMD Ryzen 5, memoria de 8 GB, tarjeta gráfica NVIDIA GeForce GTX 1050, 256 GB, unidad de estado sólido, color negro",19894.5,20224.5,81,asus,4.2,asus,0.28,26.2,16,AMD,2.1,8,DDR,16,256,Windows,48,3,3.4,2019-07-14
188,"Laptop Gamer Alienware Gaming AW17R5-7405SLV-PUS 8ª generación Intel Core i7 procesador portátil, 8GB RAM, 1TB disco duro más 8GB SSD, NVIDIA GeForce GTX 1060, 17.3"" Full HD Display, Epic Silver",19894.5,20224.5,65,alienware,3.7,alienware,0.25,38.9,16,Intel,3.9,16,DDR4,16,1,Windows,68,4,5.6,2018-07-02
189,"HP - computadora de 14 pulgadas con visualización táctil de 4 GB de RAM, SSD de 128 GB, portátil i3 HD, doble núcleo de hasta 3,90 GHz, huella dactilar, USB-C, 1366x768, UHD 620 Graphic, Bluetooth, cámara web, Win 10",19894.5,20224.5,80,hp,4.3,hp,0.18,22.5,14,Intel,3.9,4,DDR4,16,128,Windows,4,2,1.9,2019-09-01
190,"HP Envy X360 2-in-1 2019 Flagship 15.6"" Full HD IPS visualización táctil Laptop/Tablet, AMD Quad-Core Ryzen 5 2500U 8GB DDR4 512GB PCle SSD AMD Radeon RX Vega 8 BT 4.2 teclado retroiluminado Windows Ink Win 10",19894.5,20224.5,113,hp,4.5,hp,0.19,35.9,16,AMD,2.0,8,DDR4,8,256,Windows,5,2,3.0,2019-04-12
191,"Huawei MateBook 13 edición Signature  Laptop 13 Pulgadas 2K Touch, 8º Generación, Core i5, Plateado, 13-13.99 Inches",19894.5,20224.5,90,huawei,4.0,huawei,0.15,21.1,13,Intel,1.6,8,SDRAM,8,256,Windows,41,1,2.0,2019-01-23
192,Newest HP 15.6 Inch HD Micro-Edge Touchscreen WLED Flagship Laptop | Intel Core i5-8265U | 12GB DDR4 Memory | 256GB SSD+ Optane | WiFi | Bluetooth | HDMI | Windows 10 | Silver,19894.5,20224.5,3,hp,4.3,hp,0.23,25.4,16,Intel,1.6,12,SDRAM,16,256,Windows,5,2,2.3,2019-11-13
193,"HP Omen 2019 17 Pulgadas Gaming Laptop Intel i7-9750H, NVIDIA GeForce RTX 2080 (8 GB), 16 GB de RAM, 512 GB de Unidad de Estado sólido, VR Ready, Windows 10 Home (17-cb0090nr, Shadow Black)",19894.5,20224.5,11,hp,4.0,hp,0.22,25.45,17,Intel,2.3,16,DDR4,16,256,Windows,70,4,5.6,2019-07-24
194,"ASUS TUF Gaming FX705GM - Laptop de 17,3"" (Intel Core i7 - 16 GB de memoria, NVIDIA GeForce GTX 1060 - 512 GB, disco de estado sólido, Windows 10, color negro) Teclado en inglés",38490.0,38490.0,30,asus,4.2,asus,0.28,39.9,17,Intel,2.2,16,DDR4,16,512,Windows,31,4,4.2,2018-11-13
195,"Asus VivoBook F510QA - computadora portátil para Asus VivoBook F510QA (15,6"", procesador AMD Quad-Core A12-9720P de hasta 3,6 GHz, memoria RAM DDR4 de 4 GB, SSD de 128 GB, USB 3.0, WiFi 802.11ac, HDMI, Windows 10)",19894.5,20224.5,136,asus,3.9,asus,0.2,25.7,16,Intel,2.7,4,DDR4,4,128,Windows,6,3,2.5,2019-07-14
196,"Lenovo Flex 5 15.6 Inch FHD Touchscreen 2-in-1 Laptop (Intel Core i7-8550U, NVIDIA GeForce MX130, 8GB RAM, 256GB SSD, Onyx Black), 81CA000UUS",19894.5,20224.5,17,lenovo,4.7,lenovo,0.22,25.45,16,Intel,1.8,8,DDR4,8,256,Windows,52,1,3.4,2018-03-31
197,"Laptop Gamer Asus FX505DT-EB73 (AMD Ryzen 7, 39.6 cm 15.6"", 1920 x 1080 Pixeles, 8 GB, 512 GB, Windows 10)",19894.5,20224.5,77,asus,3.8,asus,0.26,26.2,16,AMD,4.0,8,DDR4,32,512,Windows,48,3,2.4,2019-04-14
198,"Lenovo IdeaPad L340 Gaming Laptop, 15.6 Inch FHD (1920 X 1080) IPS Display, Intel Core i5-9300H Processor, 8GB DDR4 RAM, 1TB HDD, 128GB NVMe SSD, NVIDIA GeForce GTX 1050, Windows 10, 81LK000EUS, Black",19894.5,20224.5,61,lenovo,4.4,lenovo,0.24,25.5,16,Intel,2.4,8,SODIMM,16,1,Windows,45,3,3.2,2019-06-22
199,"ASUS VivoBook 15 X512FA - 15.6"" FHD - i7-8565U - 12GB - 256GB SSD - Silver",19894.5,20224.5,7,asus,4.8,asus,0.2,23.1,16,Intel,2.3,12,DDR4,16,256,Windows,15,3,2.4,2019-11-10
200,"MSI GF63 Thin 9SC-068 15.6"" Gaming Laptop, Thin Bezel, Intel Core i5-9300H 15.6"" 1366 x 768Pixeles computadora Notebook, GTX1650 | i7-9750H | 16GB | 512NVMe SSD, 15-15.99 Inches",37005.97,37005.97,394,msi,4.5,msi,0.22,25.4,16,Intel,2.6,16,DDR4,64,1,Windows,51,3,3.5,2019-04-24
201,"Lenovo Chromebook C330 2 en 1, portátil convertible de 11.6 pulgadas HD (1366 x 768) IPS pantalla, procesador MediaTek MT8173C, 4 GB LPDDR3, 64 GB eMMC, Chrome OS, 81HY0000US, Blizzard blanco, 64 GB, Blanco (Blizzard White), 64GB eMMC",19894.5,20224.5,2549,lenovo,4.4,lenovo,0.22,25.45,12,Mediatek,2.1,4,DDR4,64,64,Chrome,45,1,2.0,2018-09-16
202,"2019 Dell G3 Gaming Laptop Computer, 9th Gen Intel Quad-Core i5-9300H up to 4.1GHz, 8GB DDR4 RAM, 512GB PCIE SSD, 15.6"" FHD, GeForce GTX 1660 Ti 6GB, AC WiFi, USB 3.0, HDMI, Windows 10",19894.5,20224.5,28,dell,4.0,dell,0.22,25.4,16,Intel,2.4,8,DDR4,16,512,Windows,41,3,3.7,2019-07-17
203,"HP Spectre Folio 13-ak0013dx Café, Plata Híbrido (2-en-1) 33.8 cm (13.3"") 1920 x 1080 Pixeles Pantalla táctil 1.5 GHz 8ª generación de procesadores Intel® Core™ i7 i7-8500Y - Ordenador portátil (8ª generación de procesadores Intel® Core™ i7, 1.5 GHz, 33.8 cm (13.3""), 1920 x 1080 Pixeles, 8 GB, 256 GB)",37050.0,37050.0,33,hp,4.3,hp,0.15,32.0,13,Intel,1.5,8,DDR4,8,256,Windows,5,6,3.2,2018-10-28
204,"Laptop Gamer HP Pavilion 15,6"" HD  Intel Core i7 16GB RAM, 2TB de HDD, GeForce 940MX, teclado en inglés Windows 10",19894.5,20224.5,7,hp,3.5,hp,0.23,25.2,16,Intel,1.8,16,DDR3,16,2,Windows,50,4,2.9,2017-12-10
205,"2019 HP Pavilion 15.6"" FHD Touchscreen Laptop Computer, 8th Gen Intel Quad-Core i7-8565U Up to 4.6GHz, 16GB DDR4 RAM, 1TB HDD, GeForce MX250 4GB, 802.11AC WiFi, Bluetooth 5.0, Fog Blue, Windows 10",19894.5,20224.5,8,hp,4.7,hp,0.18,24.2,16,Intel,1.8,16,DDR4,16,1,Windows,41,3,2.6,2019-09-20
206,"ASUS VivoBook S15 15.6” Slim and Portable Laptop, Intel Core i5-8250U Processor (up to 3.4Ghz), 8GB DDR4, 256GB SSD, NanoEdge Bezel, Windows 10 - S530UA-DB51-IG, Icicle Gold",19894.5,20224.5,38,asus,3.9,asus,0.18,24.4,16,AMD,1.6,8,DDR4,4,500,DOS,42,3,2.5,2018-10-23
207,"Lenovo Y40 Laptop Computer - 59423034 - Black - 4th Generation Intel Core i7-4510U / 1TB+8GB Solid State Hybrid Drive / 8GB RAM / 14.0"" FHD 1920x1080 Display / AMD Radeon R9 M275 2GB / Dual Band Wireless AC / Windows 8.1",21199.0,25736.0,27,lenovo,3.0,lenovo,0.23,24.9,14,Intel,2.3,8,DDR3,8,1,Windows,44,4,3.0,2015-05-11
208,"Acer 2018 Flagship Nitro 5 15.6"" Full HD IPS VR Ready Gaming Laptop, Intel Quad-Core i5-8300H>i7-7700HQ up to 4GHz 8GB DDR4 1TB HDD 4GB NVIDIA GeForce GTX 1050 Backlit Keyboard Dolby Audio Win 10",19894.5,20224.5,2,acer,3.0,acer,0.28,39.1,16,Intel,2.3,8,DDR,16,1,Windows,41,3,4.2,2018-10-23
209,"Pantalla de privacidad HP Spectre x360 13t con corte de gemas (i7-8565U, 16 GB, con 512 G-1TB, cámara de infrarrojos FHD, HP Pen, 3 años McAfee Internet Scrty, actualización Win 10 PRO, garantía internacional HP, Azul (Poseidon Blue), 16G+1TB SSD",19894.5,20224.5,29,hp,3.9,hp,0.14,21.8,13,Intel,1.8,16,DDR4,16,1,Windows,61,4,3.2,2019-03-21
210,"Computer Upgrade King VAR-718 - CUK Tongfang CyberPower Variation, 32GB RAM | 500GB NVMe SSD + 1TB HDD",19894.5,20224.5,4,computer upgrade king,4.7,computer upgrade king,0.3,26.7,16,Intel,2.2,16,DDR4,16,1500,Windows,46,3,4.6,2018-02-17
211,"Thomson NEOX13C4BK32 / NEOX13C-4BK32 / NEOX13C-4BK32 Neo X13 Ultrabook 13.3 Celeron N3350, 4 GB, 32 GB, Windows 10, Plateado, 13-13.99 Inches",19894.5,20224.5,17,thomson,3.4,thomson,0.22,25.45,13,Intel,1.1,4,DDR4,32,32,Windows,29,2,1.8,2019-08-03
212,"2019 Dell Inspiron 5570 15.6"" FHD Home & Business Laptop, Intel Quad Core i7-8550U Upto 4.0GHz, 12GB RAM, 256GB SSD, Backlit Keyboard, DVD-RW, HDMI, WiFi, Windows 10, Silver",19894.5,20224.5,28,dell,4.0,dell,0.18,23.4,16,Intel,1.8,12,DDR4,16,256,Windows,5,3,3.0,2019-08-31
213,"Lenovo Flex 14 Laptop 14.0"" FHD (1920 x 1080) visualización, Intel Core i7-10510U Procesador, 16GB DDR4 RAM, 512GB SSD, Intel UHD Graphics, Windows 10, 81XG0005US, Onyx Black",19894.5,20224.5,8,lenovo,4.2,lenovo,0.18,22.9,14,Intel,1.8,16,DDR4,16,256,Windows,45,4,2.5,2019-09-14
214,"Dell - Inspiron 11.6"" Laptop - AMD A6-9220e - Radeon R4-4GB Memory - 32GB eMMC Flash Memory - Gray",8550.0,8550.0,3,dell,2.6,dell,0.22,25.45,12,AMD,1.1,2,DDR,16,32,Windows,4,2,2.0,2018-03-12
215,"Acer E5-575-33BM Aspire E 15 Laptop de 15.6 Pulgadas, Full HD, procesador Intel Core i3-7100U 7a generación, 4GB DDR4, 1 TB HDD, Windows 10 Home, Únicamente Laptop, Negro obsidiana",19894.5,20224.5,4382,acer,3.5,acer,0.3,38.2,16,Intel,2.4,4,DDR3,32,1000,Windows,28,6,3.0,2016-09-17
216,"Newest Flagship HP 14 HD Thin & Light Laptop Computer PC- 14"" Micro-Edge Display 10th Gen Intel Quad-Core i5-1035G1 16GB RAM 256GB PCIe SSD + 16GB Optane BT USB Type-C WiFi HDMI Webcam Win 10 -Gold",19894.5,20224.5,28,hp,4.0,hp,0.18,22.5,14,Intel,1.0,16,DDR4,16,256,Windows,41,3,2.0,2019-12-07
217,"HP Pavilion x360 2-in-1 14"" FHD WLED-Backlit Touchscreen Laptop, Intel Quad-Core i5-10210U, 8GB DDR4, 256GB SSD + 16GB Optane, Webcam, Backlit Keyboard, Fingerprint Reader, USB 3.1-C, Windows 10",19894.5,20224.5,12,hp,3.8,hp,0.2,32.3,14,Intel,1.6,8,DDR4,16,256,Windows,41,3,2.2,2019-11-24
218,"Dell Inspiron i5565-0017GRY 15,6"" FHD portátil (7ª generación AMD A9-9400, 8GB RAM, 1 TB HDD), Únicamente Laptop, Gris Niebla, 15.6""",19894.5,20224.5,122,dell,3.2,dell,0.23,39.0,16,Intel,3.1,8,DDR4,16,1000,Windows,42,3,3.4,2016-11-15
219,"SAMSUNG 3 XE500C13 Negro Portátil 29.5 cm (11.6"") 1366 x 768 Pixeles 1.6 GHz Intel® Celeron® N3050 - Ordenador portátil (Intel® Celeron®, 1.6 GHz, 29.5 cm (11.6""), 1366 x 768 Pixeles, 4 GB, 16 GB)",19894.5,20224.5,572,samsung,4.2,samsung,0.18,20.4,12,Intel,1.6,4,DDR4,4,16,Chrome,33,2,1.7,2016-03-31
220,"Acer Predator 17 Gaming Laptop, Core i7, GeForce GTX 1070, 17.3"" Full HD G-Sync, 16GB DDR4, 256GB SSD, 1TB HDD, G9-793-79V5",19894.5,20224.5,122,acer,4.1,acer,0.4,32.2,17,Intel,2.8,16,DDR4,64,1000,Windows,60,4,2.6,2017-02-05
221,"Lenovo Edge 2 80QF0006US 2-in-1 Laptop, 15.6"" Full-HD IPS Touchscreen, Intel Core i7-6500U 2.5GHz, 8GB DDR3, 1TB SATA, 802.11ac, Bluetooth, Win10H(Versión EE.UU., importado)",19894.5,20224.5,4,lenovo,3.6,lenovo,0.25,25.45,16,Intel,2.5,8,DDR3,16,1,Windows,7,2,3.0,2017-04-05
222,"HP Pavilion 13-an0010nr Plata Computadora portátil 33.8 cm (13.3"") 1920 x 1080 Pixeles 8ª generación de procesadores Intel® Core™ i5 i5-8265U 8 GB DDR4-SDRAM 256 GB SSD - Ordenador portátil (8ª generación de procesadores Intel® Core™ i5, 1.6 GHz, 33.8 cm (13.3""), 1920 x 1080 Pixeles, 8 GB, 256 GB)",19894.5,20224.5,53,hp,3.8,hp,0.15,31.1,13,Intel,1.6,8,DDR4,8,256,Windows,37,2,1.9,2018-10-28
223,"2019 Lenovo Legion Y545 15.6"" FHD Gaming Laptop Computer, 9th Gen Intel Hexa-Core i7-9750H Up to 4.5GHz, 16GB DDR4 RAM, 1TB HDD + 512GB PCIE SSD, GeForce GTX 1660 Ti 6GB GDDR6, Windows 10",19894.5,20224.5,2,lenovo,5.0,lenovo,0.33,26.2,16,Intel,2.6,16,DDR4,16,512,Windows,10,3,4.6,2019-09-12
224,"MSI GT75VR Titan Pro I7-7820HK 2.9G Portátil 17.3"", Intel Core i7 i7-7820HK Quad-Core 2.90 GHz, 64 GB RAM, 1 TB HDD, Windows 10, Black",19894.5,20224.5,4,msi,3.8,msi,0.22,31.4,17,Intel,2.8,64,DDR4,64,1000,Windows,75,3,2.6,2017-09-08
225,"MSI PS42 8M-064 14"" Professional Thin Bezel Laptop i5-8250U UMA 8GB RAM 256GB SSD",19894.5,20224.5,15,msi,4.1,msi,0.4,26.9,14,AMD,1.6,8,DDR,16,256,Windows,40,4,2.6,2018-08-22
226,"Alienware 15 4K UHD Touchscreen Gaming Laptop Intel Skylake Core i7-6700HQ 16GB DDR4 Memory 256GB SSD + 1TB HDD NVIDIA GeForce GTX 970M Klipsch Audio USB 3.0 Type-C 802.11(Versin EE.UU., importado)",19894.5,20224.5,50,alienware,3.0,alienware,0.24,27.0,16,Intel,2.6,16,DDR3,16,1,Windows,6,3,5.6,2016-09-06
227,"Asus C100PA-DB02 Chromebook Flip C100 - Notebook Touchscreen, Convertible 2 in 1, Processor Rockchip 1.8 GHz, 4 GB DDR3 RAM, 16 GB Solid State Drive (SSD), Silver, 10.1""",14550.0,14550.0,1525,asus,4.0,asus,0.15,26.4,10,RockChip,1.8,4,DDR4,16,16,Chrome,31,2,1.3,2015-07-24
228,"HP Nuevo 2020 15.6"" HD táctil portátil Intel Core i7-1065G7 8 GB DDR4 RAM 512 GB SSD HDMI 802.11b/g/n/AC Windows 10 Silver 15-dy1771ms",24250.0,24250.0,19,hp,4.7,hp,0.18,24.2,16,Intel,1.3,8,DDR4,16,512,Windows,15,1,2.2,2019-12-06
229,"Lenovo IdeaPad S340 14"", 14.0"" Anti-Glare FHD, i5-8265U, 8GB DDR, 256GB SSD",19894.5,20224.5,2,lenovo,3.5,lenovo,0.22,25.45,14,Intel,1.6,8,DDR4,16,256,Windows,45,3,2.1,2019-08-02
230,"2019 Lenovo Ideapad S340 15.6"" FHD Laptop Computer, 10th Gen Intel Quard-Core i7 1065G7 up to 3.9GHz, 8GB DDR4 RAM, 256GB SSD, 802.11ac WiFi, Bluetooth 4.2, USB Type-C, HDMI, Onyx Black, Windows 10",19894.5,20224.5,5,lenovo,3.0,lenovo,0.18,24.4,16,Intel,1.3,8,DDR4,16,256,Windows,4,2,2.3,2019-12-15
231,"Intel - computadora portátil de 14"" HD WLED, Intel Dual-Core i3-7100U 2.4GHz 4GB DDR4 128GB SSD HDMI USB 3.1 Tipo-C 802.11bgn HD cámara Web Bluetooth 4.2 Win 10",19894.5,20224.5,3,hp,5.0,hp,0.2,32.5,14,Intel,2.4,4,DDR,16,128,Windows,5,3,2.0,2019-08-14
232,"Lenovo ThinkPad Helix - Ordenador portátil (M-5Y10c, Touchpad, Windows 8.1 Pro, Polímero de Litio, 64 bits, Intel Core M)",19894.5,20224.5,28,lenovo,4.0,lenovo,0.22,33.0,12,Intel,0.8,4,DDR3,8,128,Windows,35,3,2.3,2016-06-29
233,"Lenovo IdeaPad 330 15.6"" HD LED Backlit Anti-Glare Business Laptop, Intel Dual-Core i3-8130U Up to 3.4GHz (Beat i5-7200U), 8GB DDR4, 1TB HDD, 802.11ac, Bluetooth, HDMI, Webcam, Windows 10 (Purple)",19894.5,20224.5,9,lenovo,3.8,lenovo,0.23,25.9,16,Intel,2.2,8,DDR4,16,1,Windows,41,3,2.6,2018-11-20
234,"Lenovo Yoga Tab3, 1GB RAM, 16GB ROM, Android 5.1, Touch 8"", Black",5399.0,5399.0,56,lenovo,4.5,lenovo,0.22,25.45,8,Qualcomm,1.3,1,DDR4,1,256,Android,30,3,2.6,2015-12-23
235,"ASUS VivoBook 15.6"" FHD Business Laptop AMD A12-9720P Quad-Core hasta 3,6 GHz, 32 GB de RAM, 2 TB de disco duro, lector de huellas dactilares, AMD Radeon R7 Graphics, USB-C, WiFi, HDMI, Windows 10",19894.5,20224.5,25,asus,4.1,asus,0.19,24.4,16,AMD,2.7,32,DDR4,32,2,Windows,42,3,2.2,2019-08-21
236,"Microsoft Surface Pro 7 - Pantalla táctil de 12,3"" - Intel Core i7 - 16 GB de Memoria - 512 GB Unidad de Estado sólido (último Modelo), Negro Mate, 8 GB Ram, 256 GB",38999.0,38999.0,54,microsoft,4.2,microsoft,0.49,23.1,12,Intel,2.3,8,DDR4,8,256,Windows,44,4,1.7,2019-10-04
237,"Dell Gaming Laptop - 15"" FHD, 8th Gen Intel Core i7-8750H CPU, 16GB RAM, 256GB SSD+1TB HDD, NVIDIA GeForce GTX 1050TI, Windows 10 Home, Black - G3579-7989BLK-PUS",19894.5,20224.5,380,dell,3.7,dell,0.23,37.8,16,Intel,3.9,16,DDR4,32,1000,Windows,56,4,3.6,2018-06-06
238,"Laptop Dell Inspiron 15 5000 de 15,6"", pantalla táctil Full HD, Intel Core i5, 500 RAM,1 TB HDD, Windows 10. Teclado en inglés",19894.5,20224.5,323,dell,3.8,dell,0.23,25.8,16,Intel,1.6,8,DDR4,8,1,Windows,42,3,3.0,2017-12-01
239,"Laptop Gamer Razer Blade Pro 17 17.3"" Core i7 16GB RAM SSD NVIDIA RTX 2080 Max-Q Windows 10 - RZ09-02878E92-R3U1",19894.5,20224.5,59,razer,4.1,razer,0.22,25.45,17,Intel,4.6,16,DDR4,64,256,Windows,70,2,4.8,2019-05-11
240,"ASUS TUF FX705 17.3"" FHD LED-Backlight Gaming Laptop, AMD Ryzen 7-3750H Processor up to 4.0GHz, 8GB DDR4, 512GB PCIe SSD, NVIDIA GTX 1650, Bluetooth, Webcam, HDMI, RGB Backlit Keyboard, Windows 10",19894.5,20224.5,9,asus,4.1,asus,0.28,28.4,17,AMD,2.3,8,DDR4,16,512,Windows,36,3,3.9,2019-07-21
241,Lenovo 592-935 TS E480 i7 8GB 500GB,27541.0,27541.0,28,lenovo,4.0,lenovo,0.2,24.2,14,AMD,1.8,4,GDDR5,32,500,Windows,45,2,2.6,2018-01-05
242,"Lenovo 320-15 - 15.6"" HD - AMD A12-9720P - 8GB Memory - 1TB Hard Drive - Gray",19894.5,20224.5,216,lenovo,3.6,lenovo,0.23,25.9,16,AMD,2.7,8,DDR3,4,1000,Windows,14,1,2.7,2017-07-15
243,"Dell Latitude 3000 3400 - computadora portátil (14"", 1920 x 1080, Core i7 i7-8565U, 8 GB de RAM, 256 GB de SSD.",27485.13,27485.13,28,dell,4.0,dell,0.22,25.45,14,Intel,2.3,8,DDR4,16,256,Windows,56,1,2.6,2019-04-22
244,"HP Omen 15-dc0001la Laptop 15.6"" Full HD, Intel Core i5-8300H 2.3GHz, 8GB RAM DDR4-2666, 1TB HDD 7200 RPM, NVIDIA Geforce GTX 1050 4GB GDDR5, Windows 10 Home",24499.0,28999.0,3,hp,4.8,hp,0.1,25.45,16,Intel,2.4,1,GDDR5,8,1000,Windows,4,2,3.6,2018-06-15
245,"Laptop Gamer ASUS 15.6 ""Full HD, procesador Intel Core i7, 16GB RAM, 256GB SSD + 1TB HDD, GeForce GTX 1050 4GB, teclado retroiluminado - M580VD-EB76",19894.5,20224.5,184,asus,4.0,asus,0.2,25.7,16,Intel,2.8,16,DDR4,16,1000,Windows,47,3,3.3,2017-06-06
246,"Lenovo 2019 IdeaPad Flex-15IWL Onyx Black 2-in-1 Laptop - 15.6"" 1920x1080 IPS Glossy Multi-Touch Multi-Mode Display - Intel Quad-Core i7-8565U Processor 1.8GHz; 8GB DDr4-2400 RAM; 512GB SSD",19894.5,20224.5,15,lenovo,3.6,lenovo,0.22,23.1,16,Intel,1.8,8,DDR4,16,512,Windows,5,3,3.1,2019-07-10
